         i         j       pij       pji
        27        93         0         0
        30        25    2559.7   -100000
        32         1         0         0
        89        26         0         0
        47        40    -728.6   -100000
         7        92       -90       -90
        42        77       -90       -90
        18        36    -438.8   -100000
        78        25         0         0
        24        64         0         0
        69        72       -90       -90
        50        82       -90       -90
        85        44       -90       -90
        73        42     -17.2   -100000
        89        88         0         0
         5       100       -90       -90
        67        86    1265.1   -100000
        67        20       -90       -90
        96        48       -90       -90
        29        48    2644.1   -2852.6
        55        66       -90       -90
        98        97         0         0
        94        92         0         0
        60        11     728.6   -1597.6
        92        72    -539.6   -100000
        83        34    -609.7   -100000
        33        97      71.3   -100000
        15        56   -1005.2   -100000
        35        72       -90       -90
         1        58     824.4   -1169.4
        15        83         0         0
        93        32     194.2   -100000
        66        75    -688.6     399.2
        75        11    2625.4   -2706.2
        48        81         0         0
        72        49     243.2    -690.5
        73        30   -2540.9   -100000
        53        32   -1024.9     549.8
        53        55       -90       -90
         6        82    1796.8   -100000
        17        81     521.8   -100000
         8        25     -38.1   -100000
        79        78         0         0
        59        49    -701.5   -100000
        93        91     987.5   -100000
        13        12         0         0
        10        78       -90       -90
        43        79       -90       -90
        49        97       -90       -90
        25         9       -90       -90
        72         2       -90       -90
        64        50    1743.6   -1877.2
        24       100       -90       -90
         4        56       -90       -90
        96         5     -2760    2557.5
        57        59       -90       -90
        31        95       -90       -90
        50        68   -1444.3   -100000
        63        22         0         0
        36        58         0         0
        77        47         0         0
        76        65    -861.9     857.7
        83        17      87.1      -393
        58        28       -90       -90
        87        14   -1384.7     785.7
        60        37         0         0
        79        65   -1577.4    1541.7
        54        80    1140.3   -1191.2
        62        93       -90       -90
        19        71         0         0
        23        87    1734.6   -100000
        99        75       -90       -90
        56        28         0         0
        64        63         0         0
        98        55       121    -154.1
        35        61    -153.5     -43.5
        26        13       792   -100000
        49        79    1733.2   -1894.7
        31        97       -90       -90
        54         7       -90       -90
        78        41         0         0
        75        46    1591.5   -1780.1
        90        48     -85.4   -100000
        21        62   -3221.3   -100000
        14        18       -90       -90
        51        14       -90       -90
        57        85       -90       -90
        88        11    1228.2   -1359.6
         9        70       -90       -90
        40        52       -90       -90
        31        38         0         0
        29        19    1847.5   -1872.7
        78        84   -1033.7   -100000
        16        17     -37.1    -212.8
        75        20         0         0
        50        45         0         0
         4         3     -16.8        -2
        23        39       -90       -90
        74        73    1949.5   -2295.8
