         i         j       pij       pji
         7        13     549.2   -100000
         7        21     370.7   -100000
         6        24     400.3   -100000
        25        14    -501.4   -100000
        25        21    -335.3   -100000
        12         3     571.2   -100000
        12        14     208.4   -100000
        24        21    -269.3   -100000
        17         3      43.9   -100000
        23        15      -8.5   -100000
        11        15      15.2   -100000
         1        20     -98.2   -100000
        21         5    -360.5   -100000
        20        16    -380.6   -100000
         4        20    -140.7   -100000
        15        10     364.3   -100000
        16         5     291.3   -100000
         7         9     285.8   -100000
         6        23    -137.7   -100000
        22         3     334.8   -100000
         3        19    -466.8   -100000
        18        17     383.9   -100000
         9         2    -418.8   -100000
        24         8    -338.8   -100000
