         i         j       pij       pji
        11         5      -5.1   -100000
        23         5       -13   -100000
        17        20       -47   -100000
         8        11     -32.4   -100000
         4         1        -6   -100000
        10         5     -71.5   -100000
        12        24      95.3   -100000
        21        14      -1.9   -100000
        11        16       6.5   -100000
        17         8     -87.7   -100000
        23        15       -10   -100000
         2         5        -9   -100000
         8        22      18.9   -100000
        23         6      55.6   -100000
         7        12     -45.2   -100000
         4        21    -108.9   -100000
         5        18      40.2   -100000
        14        11      -3.1   -100000
         7         8       6.8   -100000
        25        19     -77.2   -100000
         7        13      67.3   -100000
         3        15     -82.4   -100000
        19        21     -23.2   -100000
         9        23       -52   -100000
