         i         j       pij       pji
        31        37      90.6   -100000
        39        36     148.2   -100000
        34        18     116.4   -100000
        29        16     -95.9   -100000
         4        27     -12.5   -100000
        33        47     -82.6   -100000
         2        19    -129.9   -100000
        41        10     151.5   -100000
         4        37      46.3   -100000
        30        35     128.9   -100000
        49        18     118.7   -100000
        15         6     110.4   -100000
        48        41    -134.4   -100000
         3        21    -128.9   -100000
         6        24      -0.8   -100000
        23         6      73.7   -100000
        37         8     -88.3   -100000
         5        35      58.8   -100000
        41         2     121.9   -100000
        28        43    -121.8   -100000
        45        19      79.5   -100000
         2        34      -151   -100000
        44        16        65   -100000
         6        39    -147.2   -100000
        28        46      48.9   -100000
        14         5      61.5   -100000
        15         5      37.6   -100000
        49         8      51.5   -100000
         2        42       8.8   -100000
        26        31     -75.4   -100000
        22        26     -87.8   -100000
        29        21     -49.1   -100000
        25        40    -113.7   -100000
        31        50      41.4   -100000
        35        16       4.3   -100000
        44        22      69.7   -100000
        38         6      71.1   -100000
        20        45     -47.4   -100000
        33        36     128.3   -100000
        13        16      30.7   -100000
         1        40    -143.7   -100000
         7        17        55   -100000
         3        40       1.1   -100000
        34        32      71.2   -100000
        40        17     141.3   -100000
        15        43      36.2   -100000
        22        11     -69.8   -100000
        14         9      28.9   -100000
        12        23       2.5   -100000
