         i         j       pij       pji
        19        24       -90       -90
        18        10       -90       -90
        25        24       -90       -90
         6        12       -90       -90
        10        16       -90       -90
        11         6       -90       -90
        18         5       -90       -90
        24         3       -90       -90
        12        23       -90       -90
         5         3       -90       -90
         7         3       -90       -90
        14        16       -90       -90
        22        23       -90       -90
        13         5       -90       -90
        22         2       -90       -90
        17        24       -90       -90
        18         8       -90       -90
        15        10       -90       -90
        17        20       -90       -90
        14         6       -90       -90
         9         6       -90       -90
         4         2       -90       -90
         4         1       -90       -90
        23        21       -90       -90
