         i         j       pij       pji
         7        26     241.6    -319.3
        11        16     -40.1      -9.2
        21         2    -131.7      16.3
         1        22    -322.5     204.9
        12         9      55.3    -117.2
        12        31     -41.6      16.8
        12        30     -42.5    -100.6
        39        46     399.3    -508.7
        24        11    -415.7     406.9
        28         8     131.4    -332.7
        11        50     214.1    -230.7
        22        25     338.4    -492.2
        35        20    -205.5     187.6
        50        34     -17.4     -17.7
        15         7      41.2    -182.8
         4        15    -485.3     387.4
        25        13    -105.9      34.8
        23        49     162.2    -294.1
        49        19    -186.5     139.1
        45        40       206    -282.8
         9        29    -141.5      57.3
        14        46     438.1    -549.6
         2        48     673.1    -690.7
        34        38    -278.8     101.7
        40        17       314    -367.6
        50        47    -438.6     357.8
        18         7     -97.6      20.5
        37        46       -78     -23.1
         7        14      -242     181.7
        43        13      96.3    -158.4
        20        41    -108.7      46.6
        28        49     176.2    -207.8
        15         3       183    -343.5
        12        18        33       -90
        46        41    -117.7      25.2
         6        39      -321     254.2
         1         8    -294.1     283.7
        48        30    -545.5     496.7
        28        29      53.9     -66.8
        10        31    -316.6     308.2
        26        17     170.4    -238.9
        44         1     407.1    -528.6
        16         7     -23.7     -83.8
        36        23      40.5    -116.3
         7         5    -306.3     209.7
        32        14    -536.7       520
        37        27    -447.9       315
        33        32     432.7    -454.8
        42         7     198.1    -265.3
