         i         j       pij       pji
         6        41         0         0
        37        43         0         0
        32        26         0         0
        40         8         0         0
        19         7         0         0
         1        48         0         0
        46         3         0         0
        50        34         0         0
         9         6         0         0
        34        46         0         0
        30        19         0         0
        31        36         0         0
        36        47         0         0
         2        36         0         0
        13         4         0         0
        44        23         0         0
        16        19         0         0
        47        39         0         0
        33        27         0         0
        42         5         0         0
         9        22         0         0
        21        15         0         0
        43        10         0         0
         5        28         0         0
        13        24         0         0
        11        44         0         0
        29        21         0         0
        17        24         0         0
        42        45         0         0
        15        11         0         0
         3        20         0         0
        42        14         0         0
        11        12         0         0
        42        33         0         0
        18         8         0         0
