         i         j       pij       pji
        45        33    -609.8     137.6
        19        27       7.3    -281.3
         3        43     -40.3      -155
        42        13    -171.5       6.5
        38        11     222.6    -302.1
        44        17     100.6    -183.9
         9        30    -214.4    -154.9
        44         5      -216       148
        50        12    -486.8     458.6
        17        29    -160.4    -137.1
        14        28    -184.3     103.5
        10        50     422.9    -543.5
        18        49     976.5   -1020.5
        30         5    -633.3     184.1
        15         3    -533.7      -113
         1        46      -644     168.4
        40        38     198.9    -204.2
        33        21     475.2    -801.4
        18        38     233.2    -353.8
        39        41    -519.5       477
        41        48     300.2    -659.2
         4        39    -303.7     237.2
        41        10     329.8    -479.6
         5        49     959.1    -976.6
        38        24    -326.3     142.8
        36        22      39.8    -347.5
        22        38    -331.2     290.4
        26        16    -495.6      48.2
        26        23      38.8    -210.9
        23        28    -513.6     377.7
         1        42      -986     677.6
        15        41      -189      44.9
        36        48     227.8      -263
        19        32    -164.9      71.1
        19         3      -433       325
        33        25    -190.1    -129.9
         2        48    -201.9     -69.3
        49         8    -772.9     607.5
        35        21     506.3      -582
        43        46      73.5    -236.2
        40        25      21.1    -210.3
        34        26    -255.2    -212.7
        48        20    -729.2     591.4
        39        37    -263.3      31.9
        24        16      42.2    -475.2
        30        31    -306.3     -69.6
        24         6     450.9    -663.8
        12         7    -285.5     204.4
        25        47     626.1    -691.1
