         i         j       pij       pji
        12         6      12.4     -83.1
        42        15     -70.9      46.1
        30         9     193.1    -343.4
        12        24     259.1    -446.6
        18        33    -412.9     151.4
         8        32     307.1    -374.9
        28        26     402.5    -411.7
         3        14    -592.2     432.6
        20        14      -675     643.7
        28         6     182.8    -240.3
        16        10     129.6    -514.2
        35         2    -556.8       412
        36        33    -189.6     166.8
        16        12      -112        97
        40        32     275.1    -457.7
        46         3     116.6    -150.1
        29        45     -80.1     -31.4
         5        48     699.9    -881.1
        26        20      47.2     -79.2
        24        19    -385.9     272.3
        11        25     468.7    -519.4
        20        29      -442     426.2
         5        30     287.7      -311
         7        20     308.7      -444
        46        21    -290.8     289.1
        50        11      -421     333.3
        38        26     131.9    -418.1
         2        11      41.1      -285
         7        40      37.5    -223.9
        43        40    -424.6     328.7
        21         1     549.5    -570.4
        17        18    -540.1     440.9
         1         9    -329.1     205.6
        41         1     239.6    -315.8
        47        33    -223.9     106.2
        37         5    -532.4     505.9
         5        22     387.7    -519.8
         9         2    -435.6     209.2
         6        47    -159.8     131.6
        13        22    -442.9     230.7
        27         3     308.9    -474.8
         4        31    -711.1     550.7
         2        23      66.4     -99.3
        42         5    -202.4     106.7
        44        39    -222.4     164.6
         7         4     264.5    -354.9
        34         8    -214.7      98.9
        49        32     201.5    -254.6
        22        39    -496.7     350.7
