         i         j       pij       pji
        18         8       -90       -90
        16         2         0         0
         9        11    -156.6      73.7
        16         7         0         0
        10        16    -194.1   -100000
        10        15       -90       -90
        23         2    -216.6   -100000
        21        11       -90       -90
        15        19    -334.3   -100000
         5        20       -90       -90
        15         5     671.3   -100000
        14        18       -90       -90
         6        12         0         0
         3        12       -90       -90
        25        22     620.8   -100000
         3         1         0         0
         5        12    -429.4     372.1
        24        25         0         0
         1         9         0         0
        19         4         0         0
         5        22    -227.7   -100000
        12        14    -471.8     145.5
        13        19     740.3    -740.6
        17        12     574.2   -100000
