         i         j       pij       pji
         7        74       -10       -10
        66        37       -10       -10
        38        52       -25    -564.1
        60        74         0         0
        20        34         0         0
        70        63    -793.7   -100000
        52        22     102.4   -100000
        50         6         0         0
        76        75       -10       -10
        12        55    -215.5   -100000
        35        40    -251.8   -100000
        96        48       -10       -10
        69        98    -152.1     132.2
        55        74       -10       -10
        57        31         0         0
        20        95       -10       -10
        88        10     233.5    -356.9
        43        97    -105.6        64
        46         8       -10       -10
        14         5     841.4   -100000
        78        24       214    -286.5
        63        47       7.4    -107.9
        10        31    -171.5   -100000
        28        37     421.1   -100000
        36        83       -10       -10
        59        80         0         0
        23        72         0         0
        65        94     515.9   -100000
        21        88         0         0
        13        93      58.2    -175.9
        32        36    -611.7   -100000
        15        93     603.2    -659.7
        43        85         0         0
        36        11     168.7    -228.3
        88         3    -217.3      44.4
        39        62       169   -100000
        49        25     417.7   -100000
        69        47     -76.1   -100000
        82        30         0         0
        17        41      -376     243.9
        50        35     181.1    -232.7
        42        83         0         0
        18        20     284.5   -100000
        66        85       -10       -10
        86        36    -226.8   -100000
        10        54         0         0
        99        91       -10       -10
        66        62      -418     344.5
        96        88     234.5   -100000
        57        23    -256.2     217.4
        43         2    -203.5    -105.5
        59        39    -807.5     739.3
        88        38         0         0
        30        69      -110     -13.8
        76        17     533.5   -100000
        73        25     473.9   -100000
        25        32    -274.9   -100000
        86        26    -252.4    -116.2
        71        16         0         0
        59        57    -449.9       388
        92        27     172.6   -100000
        70        54    -325.5     322.5
        16        81     197.6   -100000
        64        91        68      -197
        44        61     -22.5     -50.9
        64        25     565.3    -682.1
        55        89       -10       -10
        65        56     506.6   -100000
        53        67         0         0
        79        88       -10       -10
         9        70     433.7    -530.4
        89        51    -356.7   -100000
        91        34     254.8   -100000
        45         1       -10       -10
        75         5     631.9   -100000
        27       100     576.3    -688.1
        90        12       -10       -10
        30        27       -10       -10
        56        84    -205.8     152.4
        18        19       -10       -10
        65        83         0         0
        35         4         0         0
        70        61    -636.3     611.6
        78        84         0         0
        17         2       -10       -10
        26        27     -22.3   -100000
        40        88     -96.1   -100000
        96        58     643.6    -826.8
        16        72     -76.2      65.9
        82        60     424.2   -100000
        93        17         0         0
        68        94       -10       -10
        95        29    -412.4     343.5
        33        17     633.1   -100000
        45        38     266.9   -100000
        77        26    -685.7   -100000
         8        49         0         0
        87        80     543.1   -100000
        67        99       -10       -10
