         i         j       pij       pji
        92        75     104.8   -100000
        84        40         0         0
        68        75      15.1   -100000
        64        51         0         0
        31        88         0         0
        25        30     -79.9   -100000
         2        52      65.5     -80.2
        27        40      43.7     -57.9
        78        37         0         0
        69         7      -1.3        -9
        60        59     -35.6   -100000
        35        84     -50.3      44.7
        15         3       -10       -10
        26         5       -10       -10
        30        12         0         0
         9        51       -30       1.5
        68        62     -71.5   -100000
        32        59         0         0
        42        47       1.9      -3.8
        85         1     125.9   -100000
         4        53     -26.5   -100000
        70         5    -162.6      70.4
        22        72         0         0
        20        91       -10       -10
        46        27     -81.1   -100000
        10        81       -10       -10
        51        79         0         0
        12        94         0         0
        19         9       -10       -10
        21        54      53.6     -98.2
        56        23     -33.8   -100000
         2        85      33.8   -100000
        72        21       -10       -10
        36        15       -10       -10
        59        17       -10       -10
        29        61         0         0
        90        32      22.3     -73.9
        26        22      20.6     -30.8
        46        91         0         0
        13        94     -71.1   -100000
        57        39       -81   -100000
        83        13         0         0
        35        88     -76.7   -100000
        96        58         0         0
        15        13     107.4   -100000
        34        88     -69.1     -39.5
         6        16         0         0
        52         8       -10       -10
        12        85     -15.9   -100000
         3        20      79.5     -86.5
        31         5      -6.8       6.7
        73        16      -3.4   -100000
        31        39     -56.5      30.4
        98        87       -10       -10
        49        95       -10       -10
        98        82         0         0
        29        86       3.1     -16.9
        18        72         0         0
        98        12         0         0
        52         9       -10       -10
        48        23         0         0
        32        75       -10       -10
        71        51     -10.1   -100000
        50        95         0         0
        50        18       -10       -10
        70        10     -52.6   -100000
         6        82       -10       -10
        12        42     -44.1   -100000
         3        77     151.4   -100000
        66        41         0         0
        40        11       -10       -10
        34        97       -10       -10
        76        58     100.3   -100000
        90        12         0         0
        81        14     -74.2   -100000
        65        63         0         0
        86         2     -78.3   -100000
        63        33         7   -100000
        24        54         0         0
        37        23     -29.1   -100000
        13         7    -117.1      82.1
        93         5     -95.6   -100000
        55        33     -98.4   -100000
        55        23     -66.1      62.8
        66        50     -23.3        11
        54        43         0         0
        17         4       -10       -10
        23        47       -33   -100000
        58         3    -155.7     146.3
        37        99     -10.8       7.5
        38        83        58   -100000
        32       100      24.2   -100000
        67        79       -10       -10
        28        32      85.4    -122.7
        29        44         0         0
        74        70       -10       -10
        45        82      38.2   -100000
        89        80         0         0
        35        80      58.9   -100000
