         i         j       pij       pji
        24         7      29.8    -134.7
         8         6     311.4    -335.3
        17        18      64.2       -82
        22        13    -829.5     781.5
        19         5    -298.3     268.9
        17        10     209.1    -242.2
        12        20    -701.7     677.1
        25        14     366.5    -390.2
        20         8     291.4    -307.4
        15        22     409.4    -460.2
        16         8    -205.5       169
        20        11       457    -482.3
         1         8    -631.4     613.7
        19        14     260.9    -317.9
        16        13      -490       413
        17         9     439.2    -462.8
         5        21     897.2    -921.2
        13         3       9.7     -81.2
        16         2     301.9    -352.7
        17         7      62.9    -102.1
        19         4     446.8    -483.6
         9        14       1.3      -8.8
         7        12     469.7    -515.4
        21        23      -192     183.6
