         i         j       pij       pji
        14        16         0         0
        34         4         0         0
        46        45         0         0
        48        25         0         0
        39        37         0         0
        38        37         0         0
        49        31         0         0
        26         3         0         0
        22        24         0         0
         4        28         0         0
         5        20         0         0
         9        15         0         0
        17        14         0         0
        43         9         0         0
         6        30         0         0
        17        45         0         0
        37        35         0         0
        18        23         0         0
        29         5         0         0
        15        13         0         0
        24        29         0         0
        45        50         0         0
         1        22         0         0
         7        35         0         0
         6        24         0         0
        47        12         0         0
        37        49         0         0
        36        23         0         0
        10        48         0         0
        27        32         0         0
         1         2         0         0
        41        11         0         0
        34        26         0         0
         8        10         0         0
        45        40         0         0
        11        21         0         0
        44        40         0         0
        25        21         0         0
        19        50         0         0
        42        25         0         0
