         i         j       pij       pji
        18         1       -10       -10
        23        48      -3.8     -88.8
        33        25     754.5    -763.5
        30        41       206   -100000
        16        38         0         0
         9        16       -10       -10
         2        14    -496.5   -100000
         9         2    -189.3      62.4
         5        47         0         0
        48        47       -10       -10
        13         9    -361.5     269.5
         3        36    -183.2      60.1
        48        11     102.9   -100000
         6        34         0         0
         2        37      -154   -100000
        44        11      45.5   -100000
        44         7         0         0
        26        24         0         0
        48        41     256.8   -100000
         5        28       -10       -10
        28        33     -91.9      31.9
        48        31       -10       -10
        39        45         0         0
        31        12     355.3    -476.2
        21        28         0         0
        43        26         0         0
        13        35     -63.8   -100000
         9         8         0         0
        37        11       -10       -10
        22         8       -10       -10
        43        50    -198.5   -100000
        21        15         0         0
        26         1    -356.3     313.9
        45        33       -10       -10
        29        17     414.5   -100000
         9         6       -10       -10
        30        29         0         0
        36        27         0         0
        20        23    -435.3     328.1
        32        10         0         0
        22        18       -10       -10
        12         4         0         0
         1        32     242.5   -100000
        29        19       -10       -10
         3        29         0         0
        46         9    -205.3     174.1
        33        42     -82.1      50.9
        16        40         0         0
        49        50         0         0
