         i         j       pij       pji
        36         1       -10       -10
         8        21       -10       -10
        43        42       -10       -10
        42        27       -10       -10
        18        24       -10       -10
         5        50       -10       -10
         2        17       -10       -10
        23        29       -10       -10
         6         1       -10       -10
        27        16       -10       -10
        27        11       -10       -10
        14        40       -10       -10
        14        11       -10       -10
        34        41       -10       -10
        39        22       -10       -10
        42        48       -10       -10
        44        34       -10       -10
        41        38       -10       -10
        10         8       -10       -10
        10        12       -10       -10
        32        34       -10       -10
        34        19       -10       -10
         5        10       -10       -10
        31        20       -10       -10
         1        44       -10       -10
        33        11       -10       -10
         2        16       -10       -10
        39        45       -10       -10
        39        33       -10       -10
        28        31       -10       -10
        20        39       -10       -10
         6        50       -10       -10
        30        21       -10       -10
         5        35       -10       -10
         6        33       -10       -10
         6        46       -10       -10
        42        49       -10       -10
         9        32       -10       -10
         5        18       -10       -10
        38        15       -10       -10
        49        26       -10       -10
         3        28       -10       -10
        17        23       -10       -10
         7        18       -10       -10
        20        37       -10       -10
        47        49       -10       -10
         4        25       -10       -10
        13         4       -10       -10
