         i         j       pij       pji
         3        17         0         0
        13        22       -10       -10
        13        18       -10       -10
        21         1     -35.4   -100000
         8         4     115.5   -100000
        21         5      30.1     -71.4
         3        16      37.9   -100000
         7         1         0         0
        19         6     125.7   -100000
         9        12       -10       -10
         9        24         0         0
        19        21         0         0
        17        25     107.8   -100000
         7        20        -5      -5.6
         1        14     -28.2   -100000
        16         6      29.1   -100000
        23        25      72.1     -99.6
        11        16         0         0
         5         9         0         0
        24        15     -30.3       4.3
         3        18      35.4   -100000
         8        14         0         0
        10        24       -10       -10
         2        14     -42.9      -5.2
