         i         j       pij       pji
         9        48         0         0
        43         1       -10       -10
        49        37       -10       -10
        14        19       -54     -86.4
         7        45         0         0
        50        47       -10       -10
        49        38    -125.9   -100000
        25        38    -493.3   -100000
        30        47      15.6   -100000
        41         5       -10       -10
        10        24         0         0
        14        22      65.7    -140.8
        34         6         0         0
        20        10         0         0
        27        15         0         0
        49        39    -279.8   -100000
        12        44       -10       -10
        23        21     142.2   -100000
        16        31         0         0
        29         5       -10       -10
        31        15       -10       -10
         4        26       -10       -10
         3        24         0         0
         5         3     246.5    -246.5
        16        23         0         0
         6        17     199.8    -385.7
        16        19      57.6   -100000
        25        34    -406.9     403.1
        44        14       -10       -10
        21        43       -10       -10
        41        22       -10       -10
        15         7     -73.5      66.8
         3        46       -10       -10
        45         6     276.7   -100000
        11        27         0         0
        25        48    -436.5     434.7
         2        23       -10       -10
        38        28    -169.8     132.3
         7        33         0         0
        40        12     -69.1        31
        47        18       -10       -10
        42        36         0         0
        32        10         0         0
        31        30         0         0
        37         8         0         0
         7        26     497.3    -524.3
        35        17         0         0
         7        36       -10       -10
        13         4         0         0
