         i         j       pij       pji
        26        57     345.9   -100000
        67        11     -51.8   -100000
         9        36     -62.6   -100000
        46        22       538   -100000
        65        55     113.3   -100000
        67        54     624.8   -100000
        93        49    -854.7   -100000
        94        59    -245.9   -100000
        63        28     289.5   -100000
        20        37     794.2   -100000
        34        14     668.8   -100000
        57        33    -153.4   -100000
        59        41     846.7   -100000
        87        38     -93.2   -100000
        32        54       669   -100000
        45        21    -581.1   -100000
        83        13     679.8   -100000
        76         6     711.7   -100000
        25        69    -621.5   -100000
        16        88     894.1   -100000
        58        74    -121.3   -100000
        56        30     924.7   -100000
        92        64     352.6   -100000
        82        84     502.5   -100000
        35        59    -647.1   -100000
         7        38    -577.3   -100000
        19        18      42.6   -100000
        77        56    -811.7   -100000
         2        84     -94.2   -100000
        11        57     697.1   -100000
        66        86     303.9   -100000
        34        73     488.6   -100000
        97        51    -878.3   -100000
        32         8      50.5   -100000
        90        61    -914.9   -100000
        80        96    -579.2   -100000
        97        58     494.8   -100000
        53        44     -34.6   -100000
        25        98     -38.9   -100000
        99         8      29.6   -100000
        44        26    -165.8   -100000
        88        59    -905.7   -100000
        76         7     670.9   -100000
        48        38    -342.7   -100000
         3        80     664.2   -100000
        17        59    -455.4   -100000
         1         7      60.2   -100000
         9        11    -325.6   -100000
        13        36     -72.3   -100000
        52        86       -57   -100000
        48        30     221.8   -100000
        82        17       338   -100000
        88        44    -600.2   -100000
        96        92       7.6   -100000
        11        46    -200.4   -100000
        38        14     638.4   -100000
        12        14     588.7   -100000
        43        74       627   -100000
        17        38    -169.3   -100000
        41        90      -405   -100000
        72        89      79.9   -100000
        28        70     608.5   -100000
        82        18     291.8   -100000
        25        79    -217.3   -100000
        22        72       0.4   -100000
        31        12    -480.8   -100000
        51        29     848.5   -100000
         5        69    -272.2   -100000
        45        40    -746.8   -100000
        66        19    -268.3   -100000
         4        64       241   -100000
        37        81    -179.3   -100000
        49        82    -376.8   -100000
        55        69    -641.3   -100000
        25        70     242.9   -100000
        36        96    -622.4   -100000
        45        84    -123.3   -100000
        89        75     207.9   -100000
        27        10     147.7   -100000
        88        85    -706.5   -100000
        51        85     473.6   -100000
        84        91    -282.9   -100000
         3        28     256.9   -100000
        96        20    -128.6   -100000
        78        55     332.3   -100000
        24        19    -273.6   -100000
        80        23    -393.2   -100000
        27        43       6.5   -100000
        12       100     375.4   -100000
        68        42    -236.1   -100000
        39        79      -342   -100000
       100        15    -473.6   -100000
        50        49     -51.8   -100000
        47        27    -828.2   -100000
        18        60     179.5   -100000
        71        19     -41.1   -100000
        95        16    -433.1   -100000
        73        62    -402.2   -100000
        42        98    -105.7   -100000
