         i         j       pij       pji
         7         6       -10       -10
         6        10       -10       -10
        10        16       -10       -10
        20        12       -10       -10
         9        15       -10       -10
         1        21       -10       -10
        20         2       -10       -10
        12        21       -10       -10
        19        13       -10       -10
        19         6       -10       -10
        24        23       -10       -10
        14        20       -10       -10
        11         2       -10       -10
        14        23       -10       -10
         6        22       -10       -10
         5        11       -10       -10
         4         3       -10       -10
        17         3       -10       -10
         9        11       -10       -10
         8        24       -10       -10
        19         4       -10       -10
        10         1       -10       -10
        17        18       -10       -10
        25         3       -10       -10
