         i         j       pij       pji
        18        20     119.3    -177.1
        16         9    -116.6      -1.5
        25        13    -313.6      92.9
        23         9      53.5    -104.3
         7        14    -250.6     -85.5
        18        11    -175.5     111.3
        10        13    -184.7    -118.9
        19         3     261.7    -329.3
        22         2      -223     206.7
        12         9      -8.4    -131.4
        23        21      98.1    -223.4
         4        13      54.6    -210.8
         1        24     -59.3      -4.4
         9         5      -331    -142.9
        19         2    -219.7      37.9
         6         5    -583.7     160.5
         8         2     -90.3      13.4
        12         7     -42.5      -258
         9         8      -4.9     -71.5
        19        11     -41.7     -71.5
        12         4     156.8    -439.9
         1        21    -360.8     234.3
        15         9      -4.5     -96.8
        17        19    -500.9     426.8
