         i         j       pij       pji
        26        22     -76.9   -100000
        49        12    -109.2   -100000
        29        18        33   -100000
        30        12       8.4   -100000
        24        43     -30.5   -100000
        36         3       -28   -100000
        11        39     -42.1   -100000
        20         6      16.2   -100000
        10        39     -54.2   -100000
        26         2     -51.2   -100000
        30        28        81   -100000
        17        28     -10.4   -100000
         7         8       1.5   -100000
        50        39     -93.4   -100000
        44        14      43.9   -100000
        12        48      -154   -100000
        50         9     -33.7   -100000
         7        14      66.5   -100000
        45        24     104.5   -100000
        47        26    -107.1   -100000
        26         1     -78.3   -100000
         5        37    -113.6   -100000
        14        41     -75.4   -100000
         3         8     -69.9   -100000
        18        17     -31.7   -100000
        19        30     -59.2   -100000
        31        29      31.2   -100000
        13        36     -83.5   -100000
         6        32     -48.5   -100000
        27        30      33.2   -100000
        27         5     -10.2   -100000
        45        11      22.8   -100000
        19        25     135.6   -100000
        45        29     138.1   -100000
        14        46     -57.2   -100000
        35        16      21.4   -100000
         3        49       -34   -100000
        43        21      21.2   -100000
        26        38     -93.1   -100000
         6        30      -5.8   -100000
        12        22     -18.6   -100000
        35         1     -63.6   -100000
        28        42    -118.3   -100000
        32        40      35.9   -100000
        40        23      -4.1   -100000
         5         4      74.7   -100000
        33        11      40.4   -100000
        25        34     -79.3   -100000
        15        23        -3   -100000
