         i         j       pij       pji
         6        14        -1     -20.2
        12        47    -108.9     -58.3
        36        34        29    -121.7
         7        38      -6.6       0.4
        30        24      90.3      -110
         1        27     -84.5      43.5
        10        11     -62.7        49
        12         3     -36.6     -15.4
        18        20        31     -67.9
        17        38     -58.7      54.6
        21         4      -1.1     -86.4
        42        18        75     -77.1
        43        44     -85.6      36.8
        20         2     -74.6      15.9
        12        34     -55.6      41.4
        38         5      13.5     -33.9
        24        10     -35.2      27.7
        49         9       -10      -0.5
        13        50     -25.5     -23.9
        19        41      26.7     -31.1
        34        24      86.8    -104.5
        25        18       -58      50.5
         3         4      -5.2     -49.4
        10        50      -9.9     -34.1
        11        28     -16.8     -14.5
        39        22        46     -73.9
        23        31      54.3     -87.1
        22        35      58.6     -67.4
         9        12      26.7     -29.2
        32        47    -112.6      32.4
         2        30     -32.4      10.2
        30        19     -16.1      -3.4
        47        23      -2.9      -0.8
        45        32      82.9    -103.3
        12        46     -33.8      26.3
        30        16     -19.5     -13.7
        28         7      26.7     -43.4
         5        43      27.4       -42
        40        49      19.5     -24.9
        32         8     -65.6      37.9
         3        14     -33.5      11.7
        29        23      26.9     -29.3
        18        35      37.5     -38.5
        18        15     -49.6      48.1
        26        11     -93.2      16.8
        42        33      32.3     -43.9
        27        22       1.3      -7.9
        39        37      73.6       -95
        27        48      -4.5     -45.1
