         i         j       pij       pji
        50         4         0         0
         4        32         0         0
        36         7         0         0
        50        38         0         0
        27        45         0         0
        31         7         0         0
        29        19         0         0
        41        21         0         0
        26        36         0         0
        45        26         0         0
        36        28         0         0
        14        10         0         0
        12        16         0         0
        13        46         0         0
        48         2         0         0
        29        48         0         0
         5        32         0         0
        29        42         0         0
        41        30         0         0
        32        19         0         0
        24        14         0         0
        27         2         0         0
        34        17         0         0
        25        11         0         0
        36        39         0         0
        50        11         0         0
        19        13         0         0
         8        17         0         0
        14        36         0         0
        14        20         0         0
        18        44         0         0
        23        47         0         0
        49        43         0         0
         3        24         0         0
        43        41         0         0
        13        41         0         0
        44        12         0         0
         3        12         0         0
        13        15         0         0
         9        33         0         0
         9        10         0         0
         6        25         0         0
        23        18         0         0
        17        16         0         0
        40        25         0         0
        37        32         0         0
        16        35         0         0
        42        22         0         0
         1        23         0         0
