         i         j       pij       pji
         1        14         0         0
         7         9         0         0
        20         1         0         0
        16        18         0         0
        11        16         0         0
        24        19         0         0
        22        17         0         0
        15        22         0         0
        20         2         0         0
         4         5         0         0
        20        25         0         0
        24        13         0         0
        24        12         0         0
        21        12         0         0
         6         1         0         0
         3        17         0         0
        10        11         0         0
         8         9         0         0
        18        17         0         0
        23        22         0         0
        12         4         0         0
