         i         j       pij       pji
        34         7       -10       -10
        96        52       -10       -10
        99        68     657.9   -100000
        58        23         0         0
        90        12         0         0
        63        38      86.5    -121.9
        93        38    -317.4   -100000
        17        24      86.9   -100000
         9        75     -60.3    -242.7
        85        71    -387.4     -50.2
        18        92       -10       -10
        41        80     221.7   -100000
        15        51     -14.3    -399.1
        28        55       -10       -10
        26        45    -616.4     568.1
        23        57       -10       -10
        60        76    -567.4     -28.3
        30        79       -10       -10
        99        22     139.1    -246.3
        22        43         0         0
        24        84    -501.5   -100000
        63        35         0         0
        88        79     339.5    -426.4
        78        44         0         0
        89        72    -691.4    -110.6
        88        64         0         0
        39        37     289.6    -390.7
        11        71       -10       -10
        34         6    -198.3    -313.9
        26         6    -456.6      94.4
        94         1     500.9    -507.6
        26        13    -288.8     -17.1
        82        77         0         0
        20        14         0         0
        49        55       -10       -10
        19        66     604.4    -743.6
        86        44       -10       -10
        91         3      79.8   -100000
        48        39        86   -100000
        75        16         0         0
        69        78         0         0
        50        54       -10       -10
        91        70       -10       -10
        16       100         0         0
        60        82    -182.9   -100000
        73        24       -10       -10
        63        62         0         0
        50        57       -10       -10
        31        59     604.7   -100000
        80        31      -601     379.9
        67        40     425.6   -100000
        56        96      -360     -76.6
        12        32       -10       -10
        35        92       -10       -10
        48        93       -14    -103.2
         9        83    -181.9   -100000
        95        25     -37.3   -100000
        14        98         0         0
        33        90     343.3   -100000
        45        75     218.4    -307.1
        45        94      78.6      -311
        73        79         0         0
        77         7       -10       -10
        37        90    -359.9     267.3
        24         5    -264.8     126.6
        90        22      31.5   -100000
        65        40         0         0
        99        54       251    -277.9
        12        78      16.8   -100000
         8        16     -81.9      73.7
       100         3     337.4   -100000
        38        14    -166.4   -100000
        39        76         0         0
        52        54         0         0
         5         9     -97.8   -100000
        37        55    -227.8   -100000
        95        69         0         0
        85        76         0         0
        51        87     -51.8   -100000
         4        13         0         0
        16        72         0         0
        67        71         0         0
        61        10         0         0
        42        98         0         0
        64        29         0         0
        15        45    -411.6   -100000
        27        51         0         0
        74        73         0         0
        21        30       -10       -10
        81        49       -10       -10
        41        19       -10       -10
        66        67    -722.3   -100000
        53        25       -10       -10
        79        36         0         0
        61         2    -226.3     -68.8
         2         7         0         0
        47        44         0         0
         3        97       -10       -10
        29        46     197.1   -100000
