         i         j       pij       pji
        41         5   -2899.5    2854.6
        49         5    -954.6     841.5
        32        40    1580.5     -1733
        27         3     773.4   -1031.1
        28        26     -59.4    -328.8
        44         1   -2026.3    1798.5
        21         2     -2953    2667.1
        42         5   -2731.7    2708.8
        11        23   -1353.8      1092
        27        24    -317.8      -206
        13        35     -1695    1262.5
        37        11    1522.3   -1658.4
        38        21    1647.5   -2064.2
        21        50   -1225.8       546
         1        40    1621.3   -1944.1
        46        44     -25.8    -126.2
        16         2     -1823    1755.6
        26        25     475.9   -1402.4
        10        42    -131.1    -301.8
         2        37    1043.3   -1233.3
         7        26      -7.7    -923.6
        27        14    1394.6   -2053.8
         3        40       783      -830
        33        50    1068.2   -1921.4
         1        30    -134.1    -122.2
         5         1      97.1    -210.7
        42         2   -2738.4    2616.4
        20        27    -359.8      65.7
         6        28     486.5    -838.8
        28        11     972.2   -1566.8
        11        29   -2582.4    2503.6
        36        49    -168.8     -35.3
        22        32     -48.1    -122.6
        19         6   -1597.2    1522.2
        10        18   -1421.4     973.5
        24        47    2395.9     -2618
        31         2   -1027.2     847.1
        19         8     920.8      -996
        34        41    1749.2   -1817.6
         8        35   -2419.1    2045.5
        15         5   -2276.5    2011.8
        48         8    -197.8     -92.1
        33        39        51    -646.4
         4        31      -399      59.9
         9         8      44.2     -64.3
        33        12    1074.2   -1423.4
        43        11     144.3    -272.6
        43        45    -815.7     485.7
         4        17     644.4   -1434.5
