         i         j       pij       pji
        12         4       -90       -90
        16        10       -90       -90
        23        12       -90       -90
        16        14       -90       -90
         2         1       -90       -90
        25         3       -90       -90
        17         7       -90       -90
         2         4       -90       -90
        18         7       -90       -90
        18        19       -90       -90
        22         4       -90       -90
        25        17       -90       -90
        20        17       -90       -90
         8        18       -90       -90
        13        17       -90       -90
         9        11       -90       -90
        24         3       -90       -90
        15        11       -90       -90
        15         8       -90       -90
         6        14       -90       -90
        10        19       -90       -90
        21        22       -90       -90
        23         6       -90       -90
         5        13       -90       -90
