         i         j       pij       pji
        40        42         0         0
        12        64     -27.1       4.4
         6        79         0         0
         1        91     -12.5       1.9
        16        39       -10       -10
        50        69     -96.8      95.6
        78        44       -10       -10
        79        23     -21.6      11.4
        26        78       -10       -10
        41         4         0         0
        61        62     -54.1      26.6
        15        18       -10       -10
        53        73         0         0
        74        85       -33   -100000
        63        54      19.8   -100000
        28        31         0         0
        41        56      32.7   -100000
        48        84       -10       -10
         8        45         0         0
        27         6        96   -100000
        73        80      62.8     -66.4
        37        65         0         0
        51        71         0         0
        43        50     -15.6   -100000
        91        96         0         0
        15        28         0         0
        29        57         0         0
        54         9     -62.8      30.1
        25        90         0         0
        65        35       -10       -10
        60         7     -60.7      42.6
        65        90       -10       -10
        73        85       -10       -10
        33        34      87.3   -100000
        76        87         0         0
        18        24      39.4     -58.3
        76        62      -0.8   -100000
        75        10       -10       -10
        39        50      18.7    -109.6
        38        47       -10       -10
        22        32       -10       -10
        50        31     -79.1   -100000
        95        92       -10       -10
        98        42         0         0
        39         9         0         0
        88        83     -62.8   -100000
        97        93         0         0
        63        27       -10       -10
        13         9     -95.4      51.1
        68        86         0         0
        43        38         0         0
        27        29      71.9   -100000
        81        21         0         0
        64        39       -10       -10
        21        23       -10       -10
        10        69     -58.8   -100000
        24        17       -10       -10
        61        49       -10       -10
         3        46       -10       -10
        32        38     -19.3   -100000
        97        67     -84.2      32.7
        86        79         0         0
        73        45         0         0
        98        39      20.1   -100000
        14        51         0         0
        43        67     -37.9   -100000
        74        33     -98.3      75.7
        15        92         0         0
        38         7       -10       -10
        46        42       -10       -10
        96        36    -118.8      43.5
        43        30     -39.7      10.5
        29        94       -10       -10
        14        10         0         0
        11         3       1.3       -24
        80         3     -43.2   -100000
        84        21     -35.6   -100000
        22        90         0         0
        99        75       -10       -10
        19        34        94   -100000
        39        52       -35      25.4
       100        89       -10       -10
        62        29      17.4     -17.5
        44        22      28.7   -100000
         6         1      33.1       -42
        89        45    -100.1   -100000
        82        33       -10       -10
        41        32      -6.3   -100000
         1         5    -105.7        89
        88        80      85.6   -100000
        29        58      52.4     -66.5
        20        29     -53.6   -100000
        51        59       -10       -10
        26        66      27.4   -100000
        70        66       -10       -10
        44        72       -10       -10
        77        80         0         0
        55        44     -61.1      34.1
         2        92         0         0
