         i         j       pij       pji
         7        15         0         0
         9         8         0         0
         7        11         0         0
        20        22         0         0
         2        23         0         0
         7        21         0         0
        11         2         0         0
        10        20         0         0
        12        14         0         0
        22         6         0         0
        25         4         0         0
         4        13         0         0
        16         9         0         0
         1        24         0         0
         6         3         0         0
         5        12         0         0
        19        21         0         0
        24        13         0         0
        18         9         0         0
        17        24         0         0
