         i         j       pij       pji
        18        23     -90.1       -31
        34        44     -96.6     -44.8
        11        21     -27.2   -100000
        34        29         0         0
        32         1       -10       -10
        14        13       -10       -10
        43        42      -1.4   -100000
        18        42         0         0
        43        38      13.1     -44.4
         2        28     131.2   -100000
        39        12      70.6     -79.8
        27        31         0         0
         5        25         0         0
        41         7       -10       -10
        34        10     -17.8     -15.7
        22        27         0         0
        46        25         0         0
        43        41      61.3   -100000
        42        29      78.6   -100000
        11        34      89.9    -104.5
        16        44       -10       -10
         1         3         0         0
         4        17       -10       -10
        34        46         0         0
         8        22     -24.8   -100000
        32        44     -31.9   -100000
         7        12     -22.1     -16.2
         6        39     -72.8   -100000
        19         3      68.3   -100000
        26        24       -10       -10
        44        20       -10       -10
        47         5      87.3   -100000
        15        30       2.4     -14.9
        24        41         0         0
        45        33       9.2   -100000
        16        50         0         0
        48        37         0         0
        11        35     103.4   -100000
        34        13         0         0
        43        36       -10       -10
        16        31         0         0
        23        33       9.2   -100000
        30         6       -10       -10
        48        50       -10       -10
        47        40       -10       -10
        35        28       3.5   -100000
         4        49       -10       -10
        17        36       -97   -100000
         8         9     -24.1   -100000
