         i         j       pij       pji
        11         3       -90       -90
        95        22   -3069.8     385.7
        60        82       -90       -90
        52        74         0         0
        42        34   -2184.6   -100000
        38        60     326.3    -572.9
        44        99   -1588.7   -100000
        95        15         0         0
        98        10     418.8   -100000
        64        96     990.6   -100000
        30        45    1951.3   -100000
        96        19       -90       -90
        89         4    -215.2      44.1
         1        95       -90       -90
        43        38   -1474.7   -100000
        51        48         0         0
        77        97   -2288.7   -100000
        68         7       -90       -90
        26        23         0         0
        16        19       -90       -90
         9        98   -1823.7      1772
        74         5    1235.4   -1277.6
        21        22       -90       -90
        23        83       -90       -90
        48        34       -90       -90
        19        85       -90       -90
        34        56    -980.2   -100000
        24        72       -90       -90
        80        13     -56.8       8.8
        69        17    1688.4   -1709.8
        64         7       -90       -90
        50        93   -1651.1   -100000
        34        70     -68.2    -265.5
        18        40       -90       -90
        73        31       -90       -90
        75        16         0         0
        67        85    1721.5   -1841.9
        81        13    -220.9   -100000
        34        46       -90       -90
        80        16    -541.5     493.9
        28        94       -90       -90
        33        32         0         0
       100        67    -540.4   -100000
         2        52   -1309.1     591.8
        93        36    1206.9   -1304.7
        23        87    1483.5   -100000
        66        12     587.1   -100000
        13        14    -506.1     342.1
        80        76    -446.3   -100000
        29        97       -90       -90
        44        50    -731.3   -100000
        36        29    -736.5   -100000
        40        12         0         0
         4        77    1606.2   -1651.8
        76        49   -1219.1   -100000
        62        60    1504.5   -100000
        63        43    2541.3   -100000
        26        51     537.9   -100000
        69        95      1495   -100000
        34        76         0         0
        86        16       -90       -90
        65        78    2032.3   -100000
        89        39    -212.3     120.1
        63        91         0         0
        34        31      82.6   -100000
        78         5   -1476.2    1355.3
        72        65     837.8   -100000
        56         2       -90       -90
        23        91   -1676.5    1516.3
        35        13    1537.2   -1631.2
        84         2       -90       -90
        40         5    -325.8     234.3
        50        96       -90       -90
        25         9         0         0
        98        69       -90       -90
        10        46    -663.4   -100000
        30        52         0         0
        28        25    1162.6   -100000
        59        38         0         0
        37         5   -1634.3       -16
        92        30    -501.6   -100000
        57        59    -771.9     750.7
         6        66         0         0
        42         3      -170    -134.5
        79        42     155.1   -100000
        41        37         0         0
        64        61       -90       -90
        54        65      -331     283.4
        20        73    2263.7   -2350.6
        27        20       -90       -90
        88        82         0         0
        53        43    1331.9   -100000
        49        47    1567.8   -1658.6
        58        97    -955.4   -100000
        71        79     391.4   -100000
        88        90      1451   -1574.7
        98        33       -90       -90
         3         8         0         0
        49        55       -90       -90
