         i         j       pij       pji
        98        72       -10       -10
        38        45     -51.6   -100000
        83         9       -10       -10
         1        35         0         0
        72        93    -745.7     255.4
        32        86         0         0
        31        24    -398.8   -100000
        74        56    -739.3       698
        69        97    -104.8    -264.7
        86        63         0         0
         9         7      73.3    -202.3
        65        70    -402.3    -292.1
        66       100         0         0
        52        30       -10       -10
        36        57       -10       -10
        43        27      83.6   -100000
        47        93       -10       -10
        75        65     452.5    -530.5
        78        44         0         0
        42        99         0         0
        46        64         0         0
        46        49         0         0
        27        10    -766.6     752.5
        77        62    -600.1       483
        33         1     465.1    -844.7
        18        82       -10       -10
        13        86    -686.1   -100000
         7         3    -214.8   -100000
        66        42    -535.5     467.2
        75        11         0         0
         3        72     -84.5   -100000
        79        92    -272.4     271.2
        94        81         0         0
        40        94       -10       -10
        31         8      97.2   -100000
         1        21         0         0
        16        34       -10       -10
        91         8      45.8     -50.5
        29        68       -10       -10
        51        28       -10       -10
        96        38       -10       -10
        57        56    -730.2     267.5
        99        73         0         0
        95        63     391.3   -100000
        72        52     236.7    -550.8
        87        53         0         0
        57         7       -10       -10
        59        34    -718.7      35.6
        68         8      16.8   -100000
        63        59     146.4    -338.6
         6        94       -10       -10
        69        35     293.2    -503.6
        31        34       -10       -10
        70        38       -10       -10
        70        88     -54.2   -100000
        93        51       -10       -10
        90        42       -10       -10
        71         2       -10       -10
        57         5    -616.1      -407
        96        68    -338.3   -100000
        39        85         0         0
         8        72     -40.4    -233.8
         6        55    -259.9    -470.5
        75        85     413.6   -100000
        31        73         0         0
        99        81       -70    -537.1
        89        54         0         0
        71        19         0         0
        86        48    -337.5    -400.2
        10        49       -10       -10
        71        78       -10       -10
        53         3    -202.2   -100000
        26        78      -548   -100000
        66        20         0         0
        78        22    -218.1      -542
        95        37       -10       -10
        67        53         0         0
        82         8       -10       -10
        45        54     171.5    -396.7
        43        13         0         0
        19        93         0         0
        67        61         0         0
        46        58     862.7   -100000
        35        99    -312.2   -100000
        25        37    -582.9     555.1
        86        92    -586.9   -100000
        99        84     151.3    -158.1
         5         4       -10       -10
        90        77     434.3    -487.8
        96        76       3.9   -100000
        17        67    -478.6   -100000
        68        23       -10       -10
        76        50     349.8    -473.9
        14        37         0         0
        41        62       -10       -10
        12        55         0         0
        60         3       -10       -10
        10        80     267.7   -100000
        11        15     -65.7      56.9
