         i         j       pij       pji
         9         6     151.8    -221.9
         6        22     185.6    -193.1
         3        23     615.3    -623.1
        25         8     136.9    -139.1
         5        20     -41.5     -61.1
         6        24    -604.1     537.5
         7        22       621    -654.9
        11        18      -275     223.3
         1        18    -658.5     642.1
        14         3    -485.6     433.3
         2        13    -832.6     760.8
        20        25     101.7    -132.4
        22         2     -57.8     -14.9
        25        22     681.7    -702.5
        20        14     506.2    -558.2
        16        21     401.7    -418.6
        25        16     309.1    -352.1
         1        24      -851     791.9
        19         3    -227.5     125.4
        17        19     156.5    -227.6
        17        10     275.5    -283.7
         4        20      -721     635.7
        15         1     495.6    -518.5
        12        19    -375.2     327.9
