         i         j       pij       pji
         4        21         0         0
         8         3     -53.7     -95.2
        10        12       -71   -100000
         2         8       -10       -10
        22         5         0         0
        20        10     -60.8     -66.5
        22        15     -39.7   -100000
        11         5         0         0
         6        10         0         0
         4        18    -121.3       7.1
        19         3         0         0
        25        13     -28.6       -23
        16         9        26     -34.5
         3        17       8.8    -107.2
         2         5       -10       -10
         9        12      77.8   -100000
        11         6      54.6   -100000
         1        17      63.7   -100000
         4         3      -5.8   -100000
         2        14      -2.6    -107.2
        16        13      86.8    -106.6
        21         7      -3.7     -20.8
        11        23     -12.5   -100000
        24         1     -10.3     -39.4
