         i         j       pij       pji
        16        73       -90       -90
        34        51       -90       -90
        74        62       -90       -90
        28         9       -90       -90
        65        83       -90       -90
        81        78       -90       -90
        25        53       -90       -90
        35        15       -90       -90
         2        68       -90       -90
        88        11       -90       -90
        62        65       -90       -90
        51        79       -90       -90
        83        70       -90       -90
        14        60       -90       -90
        67        43       -90       -90
        72        71       -90       -90
        15         9       -90       -90
        43        54       -90       -90
        44         9       -90       -90
        73        76       -90       -90
        30        72       -90       -90
        79        36       -90       -90
        83        81       -90       -90
        93        11       -90       -90
        37        16       -90       -90
        64        48       -90       -90
        74        82       -90       -90
        72        61       -90       -90
        33        78       -90       -90
        42        43       -90       -90
        78        76       -90       -90
        69        34       -90       -90
        96        65       -90       -90
        55        92       -90       -90
        73        56       -90       -90
        53        78       -90       -90
        10        94       -90       -90
        39        51       -90       -90
        36        68       -90       -90
        63        55       -90       -90
        48        26       -90       -90
         5        96       -90       -90
         6        34       -90       -90
        77        73       -90       -90
        12        85       -90       -90
        46        89       -90       -90
         2        64       -90       -90
        99        23       -90       -90
        50        23       -90       -90
        75        91       -90       -90
        54        40       -90       -90
        82         9       -90       -90
        81        10       -90       -90
        98        65       -90       -90
        43        96       -90       -90
        22         6       -90       -90
        77        30       -90       -90
        18        42       -90       -90
         8        98       -90       -90
        24        95       -90       -90
        84        71       -90       -90
         3         5       -90       -90
        29        15       -90       -90
        23        60       -90       -90
        90        74       -90       -90
        34        59       -90       -90
        32        42       -90       -90
        41        29       -90       -90
        34        23       -90       -90
         4        50       -90       -90
        38        82       -90       -90
        85        80       -90       -90
        53        57       -90       -90
        17        24       -90       -90
        45       100       -90       -90
        46        85       -90       -90
        61        12       -90       -90
        72        11       -90       -90
       100        15       -90       -90
        13         5       -90       -90
        95         7       -90       -90
        86        56       -90       -90
        84        27       -90       -90
        26        85       -90       -90
        92        87       -90       -90
        47        21       -90       -90
        97        66       -90       -90
        19        94       -90       -90
        17         5       -90       -90
        63        90       -90       -90
        15        58       -90       -90
        31        95       -90       -90
        59        66       -90       -90
        91        69       -90       -90
        20        33       -90       -90
        50        49       -90       -90
        47        50       -90       -90
        69        52       -90       -90
        75         1       -90       -90
