         i         j       pij       pji
         1        10       -10       -10
         7        11       -10       -10
         6        19       -10       -10
        24        20       -10       -10
         5         7       -10       -10
        16        23       -10       -10
        25        24       -10       -10
         6        11       -10       -10
        15        22       -10       -10
         8         3       -10       -10
         1        13       -10       -10
        16         2       -10       -10
        11         9       -10       -10
        19        18       -10       -10
        22         8       -10       -10
         2         5       -10       -10
        21         7       -10       -10
         1        20       -10       -10
        12        21       -10       -10
        22        21       -10       -10
         2        14       -10       -10
         4        24       -10       -10
         4        17       -10       -10
