         i         j       pij       pji
         4        45     -94.5   -100000
        48         7    -121.6   -100000
        10         3      15.1   -100000
        42        50      31.9   -100000
        29        23      37.9   -100000
         9        24      21.9   -100000
        50        24      24.6   -100000
        23         3     107.6   -100000
        40        31    -104.1   -100000
        37        17     144.9   -100000
        38        22     -62.3   -100000
        17        19     -15.6   -100000
        39        31     150.1   -100000
        20        22     -63.5   -100000
        12         2     161.4   -100000
        25        12    -156.9   -100000
        17        12    -146.5   -100000
        16        36      43.9   -100000
        44        25      67.7   -100000
        19        13     -36.7   -100000
        16        50     -14.7   -100000
         8        19        93   -100000
         7         9     -66.5   -100000
         7        28     143.6   -100000
        22        35       9.3   -100000
        35        32     132.3   -100000
        48         2     135.5   -100000
        33        29       3.2   -100000
        15        24      50.4   -100000
        30        23     -30.2   -100000
        38        43      18.9   -100000
        20         2     101.5   -100000
        40        12     -16.7   -100000
        13        46      23.3   -100000
        47        29     -22.3   -100000
        45        33     -79.7   -100000
        27        11      68.9   -100000
        38        47     -18.1   -100000
        11         7     -46.3   -100000
        35        14     -18.7   -100000
         7         1     -34.4   -100000
         5        41     -41.9   -100000
        29        26     -25.5   -100000
        40        41      76.1   -100000
        37         6     186.5   -100000
        28        34    -163.4   -100000
        46        21       0.1   -100000
        18        41      90.5   -100000
        49         1     -92.5   -100000
