         i         j       pij       pji
         9         6      18.9     -32.6
        12         9      20.4     -25.9
         6        16     -47.1      34.5
         7         5     -64.5      16.8
        20         5       -83        60
        18        12     -23.7        15
         2         7      14.3     -52.4
         7        14     -60.6      28.3
        19         4        39     -71.9
        14        22      77.5     -78.3
         1        20       -47      41.5
         7        10        31       -37
        23        10      39.3     -43.3
        16         4      52.8     -92.9
        15        13      88.6    -112.4
        19        23      -2.8     -11.4
        21         5     -17.9      -1.7
        16         3      29.7       -43
        22        17      32.9     -62.3
         9        11     -27.5      15.8
        15         2      -0.6      -2.8
         9         8       3.5     -13.2
        25         3     -64.5      29.2
        24         4       -36        11
