         i         j       pij       pji
        16        41      34.2   -100000
        14        42     -29.6   -100000
        23        10       3.1   -100000
        45        21     -63.9   -100000
        31        33     -62.1   -100000
        29         1        15   -100000
         4        30      11.4   -100000
        47        46      65.1   -100000
        16        31      36.1   -100000
        28        43      47.7   -100000
        19         8      17.2   -100000
        16        23       -28   -100000
        27        46       9.5   -100000
        48        42       122   -100000
        43        23     -75.6   -100000
        30         3     -17.4   -100000
        32         7      24.1   -100000
         6         5        39   -100000
        17        20      49.8   -100000
        36        47      52.7   -100000
        50        10     -43.8   -100000
        25        36       -83   -100000
        22        23      44.8   -100000
        13        30      93.6   -100000
        37        19       -77   -100000
        40         9      25.5   -100000
        48        32        26   -100000
         4        48     -71.3   -100000
        23        49     -43.4   -100000
         4        39     -92.1   -100000
        13        23        67   -100000
        38        22      71.2   -100000
         2         1     115.9   -100000
        39        20     -32.9   -100000
        30        11     -47.9   -100000
        35        25     -77.7   -100000
        38        15      55.9   -100000
        12         2      40.1   -100000
        49        26      50.3   -100000
        15        40        18   -100000
        46        19     -56.2   -100000
        25        30       1.2   -100000
         9         6     -31.9   -100000
        49        21      33.5   -100000
        34        22     -30.2   -100000
         2        23      82.9   -100000
        18        13     -32.4   -100000
        44         7      -1.8   -100000
        24        43       -13   -100000
