         i         j       pij       pji
        18         4     -26.1   -100000
         3        41       1.7   -100000
        50        17      64.8   -100000
        34        27      31.4   -100000
        34        40      44.2   -100000
        26        12     -56.6   -100000
         6         2       8.7   -100000
        28        33       0.2   -100000
         6        50      68.1   -100000
        25        14     -51.1   -100000
        50        31     -29.7   -100000
        42        33      25.3   -100000
        11        34        66   -100000
        19        18     -28.4   -100000
        33         1     -32.2   -100000
        25        29    -104.6   -100000
        19        34      14.5   -100000
        26        14     -45.4   -100000
        47        19       8.5   -100000
        48        46      29.8   -100000
        11        24     130.9   -100000
        44         8      22.1   -100000
        29         8     -18.8   -100000
        46        36     -85.3   -100000
        49         2     -87.7   -100000
        27        32     -53.8   -100000
        12        15       8.5   -100000
        25        30      96.1   -100000
        46        45     -96.6   -100000
        41        25    -105.2   -100000
        39        36     -49.4   -100000
        27        31     -55.2   -100000
        27         9     -67.9   -100000
        49         7      34.2   -100000
         4         5      14.5   -100000
        34        33     -16.3   -100000
        34        44     -68.4   -100000
        13        21      -1.8   -100000
        39        16     -71.3   -100000
        46        19     -73.1   -100000
         8        37     -41.6   -100000
        16        20     102.3   -100000
        22         6     -16.1   -100000
        29        35       -46   -100000
        13         4     -24.3   -100000
        23        15       -51   -100000
        10        41     -68.8   -100000
         8        43       102   -100000
         8        38      18.6   -100000
