         i         j       pij       pji
         8        13     416.7   -100000
        13        20    -242.4   -100000
        17        14    -579.7   -100000
        24        18    -459.1   -100000
        14        15     137.6   -100000
        10         6      75.9   -100000
        21         4       619   -100000
        13         5    -634.9   -100000
        20        18       -50   -100000
         9        17     273.4   -100000
        23         1     574.5   -100000
        17         3     -42.2   -100000
        19        25     298.9   -100000
        14        22     313.9   -100000
         5        16      10.6   -100000
        12         3     341.9   -100000
        15        25     605.9   -100000
        19         4     636.8   -100000
        13         9    -386.8   -100000
         6        24       318   -100000
         6         1     217.4   -100000
        14         2      30.6   -100000
        24        11    -598.2   -100000
        23         7     113.2   -100000
