         i         j       pij       pji
        48        32   -2694.4   -100000
        68        52    1640.4   -100000
        71        89    -588.3   -100000
         1        80    2816.3   -100000
         6        71    1353.1   -100000
        47        15    -268.9   -100000
        90        64   -2974.4   -100000
        47         5   -2379.5   -100000
       100        78    2833.9   -100000
        29         3     663.8   -100000
        76         2   -2039.6   -100000
        14        69   -1392.5   -100000
        29        91     680.5   -100000
         8        92   -2117.5   -100000
         4        49     -41.5   -100000
        25        47    -350.1   -100000
        28        89     254.8   -100000
        44        35   -1321.1   -100000
        19        86      77.8   -100000
        10        66   -2098.8   -100000
        59        41    1062.3   -100000
        43        55   -1921.6   -100000
        78        35   -2387.4   -100000
        53        42    1159.7   -100000
        60        45     144.5   -100000
        37        21    2011.4   -100000
        28        48    1826.6   -100000
        83        43     812.8   -100000
        94        14    1128.3   -100000
        34        23       629   -100000
        77        33   -2735.9   -100000
        20        75     278.1   -100000
        84        52     245.3   -100000
        91        57      43.4   -100000
        88        68   -1332.5   -100000
        86         5   -1918.8   -100000
        30        32     -54.1   -100000
        54        32   -1151.2   -100000
        67        87    2798.4   -100000
        90         7   -1359.2   -100000
        74        20      22.9   -100000
        49        87    1528.6   -100000
        52        40     -37.5   -100000
         8        87      -326   -100000
        28        26     267.3   -100000
        32        37     513.4   -100000
        63        48    3054.5   -100000
        29         2    -218.8   -100000
        39        68    -914.4   -100000
        31         9    2155.9   -100000
        51        83    -843.8   -100000
        34         9    1434.4   -100000
        94        95     186.4   -100000
        21        72   -2337.6   -100000
         4        61    -590.8   -100000
        66         8    1755.9   -100000
        46        61   -1441.2   -100000
        37        81    2075.7   -100000
        67        41    2904.2   -100000
        70        75   -1512.4   -100000
        12        57    -609.3   -100000
        29        43    2225.8   -100000
        11        88   -1451.8   -100000
        97         8    2362.6   -100000
        87        64   -2313.7   -100000
        94        90    1837.1   -100000
         7        30   -1300.9   -100000
        80        27   -2748.1   -100000
         1         2     -64.2   -100000
        12        58    -711.8   -100000
        92        52    1214.4   -100000
        16        51    -114.3   -100000
        42        71    -816.3   -100000
        80        86   -1160.5   -100000
        25        75   -2034.6   -100000
        31         5    -567.1   -100000
        17        27   -1666.8   -100000
        96        50     -76.9   -100000
        97        55     320.4   -100000
        20        22       271   -100000
        96        83    -637.6   -100000
        11        93   -2587.9   -100000
        77        38   -1827.4   -100000
        33        35     284.2   -100000
        56        80    1662.7   -100000
        50        85    -513.7   -100000
        79        36   -1350.7   -100000
        44        46     181.5   -100000
        50        13    -199.8   -100000
        60        52     757.5   -100000
        18        79       970   -100000
         6        65      36.7   -100000
         1        62       556   -100000
        56        36     522.8   -100000
        82         2   -2020.2   -100000
        73        79     573.1   -100000
        98        74   -1308.4   -100000
        40        99   -1398.3   -100000
        62        24    -221.2   -100000
