         i         j       pij       pji
        46        37         0         0
        60        96         0         0
        37        48         0         0
         3        85         0         0
        40        27         0         0
        52        84         0         0
        63        72         0         0
         2        26         0         0
         5         6         0         0
         9         2         0         0
        43        68         0         0
        97        31         0         0
        14        82         0         0
        85        96         0         0
        21        75         0         0
        45        36         0         0
        98        53         0         0
        21        86         0         0
        14        83         0         0
        97        90         0         0
        48        85         0         0
        12        56         0         0
        57         9         0         0
       100        80         0         0
        30        73         0         0
        85         4         0         0
        67        23         0         0
        84        26         0         0
        32        74         0         0
        95         8         0         0
        97        51         0         0
        95        19         0         0
        91        55         0         0
        16        67         0         0
        50        26         0         0
        59        33         0         0
        59        28         0         0
         2        78         0         0
        72        87         0         0
        50        21         0         0
        76        99         0         0
        73        14         0         0
        50         8         0         0
        64         7         0         0
        48        68         0         0
        83        38         0         0
        18        64         0         0
        71        86         0         0
        33        34         0         0
        85        35         0         0
        35        55         0         0
        76        22         0         0
        32        37         0         0
        41        22         0         0
        41        73         0         0
         1        73         0         0
         4        66         0         0
         8        87         0         0
         6        53         0         0
        42        62         0         0
        17        74         0         0
        18        59         0         0
        66        24         0         0
        44        29         0         0
        10        51         0         0
        81        30         0         0
        84        98         0         0
        88        82         0         0
        26        89         0         0
        27        61         0         0
        94        52         0         0
        49        47         0         0
        77        70         0         0
        43        56         0         0
        47        79         0         0
        13        56         0         0
        31        20         0         0
        59        23         0         0
        45        15         0         0
        45        11         0         0
        54        85         0         0
        69        39         0         0
       100        93         0         0
        58        70         0         0
        34        44         0         0
        70        25         0         0
        65        92         0         0
