         i         j       pij       pji
        75        76       4.2     -47.6
        20        52     -92.4      47.5
        49        52     -84.2      73.6
        33         5     -65.1     -14.3
        15        74      46.5     -94.4
        63        32      37.9     -65.6
        69        50      62.4     -82.2
        32         1      18.9     -62.5
        28        45     -45.3     -61.5
        96       100      16.3     -25.5
        51        14      27.2       -37
        70        23    -101.7      78.6
        49       100      39.5     -45.6
        83        61     -26.9      24.4
        63        41       8.3     -72.5
        41        89      56.7       -67
        85        24      29.2    -110.6
        23        14      48.2     -52.5
        79        48      27.9    -107.7
        23        13      70.3      -144
        65        43      53.6     -80.7
        56        32     -25.7      21.3
        72        57      34.4     -95.4
        98        61      20.7     -20.9
        36         2     -49.4       9.5
        15        46      25.2     -99.4
        45        94      39.8     -42.3
        59        72     -55.2     -27.4
        15        22     -15.1       -56
         5        71      13.5     -44.4
        27        49      52.1     -76.7
        61        76      28.7     -33.7
        29        27       -75       9.4
        72        93        43     -81.3
        86        76     -16.6       7.5
       100        24     -13.1     -23.3
        45        91      58.2    -125.1
        13        73    -122.2      60.5
        73        20      44.2     -90.4
        47        76     -12.1     -31.8
         2        86      24.6     -74.8
        78        54      -3.9     -17.4
        81        76        -9      -4.1
        99        32         9       -38
        74        83     -97.3      49.2
        55        23    -105.4      84.8
        42        95     -56.7      41.2
        22        91      36.2    -117.1
        28        32      50.8    -109.7
        37        41       -85      30.4
        69        33     -32.1      -1.4
        17        45       -71      65.4
        28         8      28.3     -81.7
        82        56      63.6      -109
        10        23     -69.4      62.1
        97        92    -113.6     112.5
        48        91       1.6     -29.8
        51        59      -9.2     -22.6
         9        35      85.7     -87.7
        68        30     -83.6      43.9
         7        14        46     -47.3
        89        14     -78.4      37.6
        32        95    -122.8      71.8
         6        30       -40         2
        95        18      60.5     -83.9
        46        50      41.3     -46.6
        15         6        43     -54.7
        20        44     -88.2      82.6
        58        85       -83        56
        80        38     -52.4      24.6
        19        28      -7.2     -13.6
        88        43      29.5    -109.7
        29        53      15.9     -69.2
        23        34      74.2       -80
        77        23    -101.6      84.1
        27        38      19.3     -54.1
        64        58      69.9    -109.4
        65        35        58    -103.3
        40        75     -67.7       1.6
        88        42     -40.5      30.4
        84        92     -59.7      54.1
         4        37     -48.7        42
        13        62    -124.4      48.4
        74        84     -57.4      26.1
        39        33     -23.6       -40
        67        26      39.5     -95.3
        66        73     -32.6       2.2
        20        67     -65.5      53.6
        60        65    -134.9      83.8
        21        52       -32      28.8
        16        86      47.7     -49.4
        39        25      24.6     -46.4
         1        87    -101.4      22.3
        54         4      26.2     -40.3
        85        90     -28.8     -21.9
        95        12      30.8     -42.9
        76         3      25.1     -36.7
        69        31     -39.8      -8.7
        45        11     -28.2     -15.3
