         i         j       pij       pji
         3        65      -547     304.5
        82        22   -2132.7    1927.3
        97        54     520.2    -608.6
        23        87    1198.6   -1590.6
        31        80    1522.3   -1619.6
        87         8    -402.7     149.7
        73        60   -1123.1     739.8
        27        14    2117.9   -2118.6
        81        91     -1523      1141
        45        87     935.9   -1138.4
        60        94   -1033.7     813.9
        80        70    -367.9    -105.2
         1        29    -116.6     109.1
        36        70     923.9   -1190.2
        29        34     980.4   -1123.8
        47        62   -2517.4    2407.8
         4        13    1212.8   -1413.9
       100         4     494.6    -965.2
        97        36     655.5    -838.7
        57        48    1026.7   -1319.8
        76         5   -2137.7    2093.9
        74        19    1439.3   -1796.2
        52        75   -2472.1    2161.1
        88        82     223.6    -262.9
        47        68   -1747.9    1586.8
        71        47     313.8    -326.1
        82         3    -918.7     566.7
         3        86     383.7    -614.1
        42        43    -243.8    -148.4
        13        16    -675.1     260.3
        42        79    -191.6      19.9
        60        44     438.6    -472.7
        11        18     -1048     745.8
        64        62    -626.6     329.8
        17        48     666.8    -763.6
        85        33   -1369.3    1231.5
        28        41    1140.1   -1214.9
        56        11    1177.6   -1323.5
        89        72   -1064.1     752.2
        16        54   -1091.5     813.5
        71         9       262      -393
        22         9    2493.5   -2717.5
        57        21    1518.7     -1562
         6        56     846.4    -947.8
        96        10    -287.7     189.8
        21        31   -2287.8    2193.4
         3        81    1431.9   -1551.3
        34        67   -1187.7    1035.3
        75        53     877.3   -1432.7
        14        29   -1901.1    1815.5
         1        93    -511.9     186.3
       100        32    -114.9    -120.4
        42        18    -832.7     759.2
        74         2    -242.1     -93.4
         1        66     178.4      -316
        70        66   -1816.9    1484.5
        46        59    -678.7      69.3
        56         3    -463.7     -91.1
        50        90     573.5    -921.9
        55        14      1058     -1232
        15        80      20.7    -328.4
        96        63   -3221.9    3003.3
        85        62     -2112    1802.1
        73        10     366.4    -632.7
        75        86    1316.1   -1930.3
        35        83     912.4   -1115.9
        33        20    -648.6       407
        13        62   -2374.6    2371.9
        76        71    -182.1     -87.2
        92        53     334.2    -512.9
         8        14    -805.4     667.3
        94        80    1635.8   -1648.5
        89        25    1019.6   -1204.6
        84        34    -465.2     192.8
        49        21    2205.2   -2241.6
        17        46    -369.4      20.3
        40        74   -1562.8    1555.9
        42        69   -2118.7    1854.4
        93        99       435      -604
        39        32    -716.1     319.2
        42        61   -2277.2      1977
         7        32    -245.5     216.5
        57        38    -458.7     379.5
        37        23     354.9    -724.9
        57        74   -1443.3    1301.9
        47        58   -1194.4     931.6
        70        25      39.2    -422.9
        41        45    -827.3     734.8
        12        94   -1528.1    1179.4
        77         7   -1933.2      1822
        83        13     381.1    -757.7
        50        39   -1091.3    1013.4
        98        76     986.6   -1408.3
        26        31    -620.3     602.9
        68        30    -657.8     567.8
        95        61    -544.4       258
        51        59    -724.4     709.2
        24        40    1506.1   -1810.7
        88        78    1062.4   -1340.7
