         i         j       pij       pji
        19        11     -18.6       6.5
         9        12     -29.4      10.4
        16        14     -60.1      48.7
        11         9      19.3     -33.6
         3        13      17.3     -53.4
        14         3      75.9     -97.3
        21         7       0.2     -19.4
         9        10       4.4     -43.6
        20         2     -90.7        83
        13        15    -107.6      95.2
         5        22      42.1     -56.3
         5        25     139.1    -147.2
        12        22      12.6     -12.7
        24        13       -19         7
         8         2     -50.8      27.1
         6         8     -26.8      15.8
        24        19    -106.8     102.6
        17         9     -87.4      61.4
         8        13      68.6     -71.3
        24         7     -87.3      83.5
         3        18     -58.1      49.3
        17         1      -6.6      -3.3
        23         9      21.1     -25.6
         4        18     -85.5      62.6
