         i         j       pij       pji
        87        54     -45.6      19.7
        98        52    -142.5     124.7
        28        20       -10       -10
        26        48    -144.8   -100000
        65        39         0         0
        95        36       -10       -10
        62        16     -35.9   -100000
        91        73       -10       -10
        74        60       -10       -10
        31        13      92.1   -100000
        17        56     -30.9      14.8
        42        88      30.9   -100000
        99        40         0         0
        90        29         0         0
        25        36    -133.9   -100000
        46        54     -57.7      24.9
         8        77       108   -100000
        18        58       -10       -10
        40        71         0         0
        81        59      38.7   -100000
        57        86       -10       -10
        98        66       -10       -10
       100        16         0         0
        59        44      -6.8   -100000
        85        76         0         0
         5        13       -10       -10
        37        23       -10       -10
        10        31     -75.3      42.9
        14        64         0         0
        67         3       -10       -10
        16        96     -43.9   -100000
        34        29     -56.8   -100000
        53        72         0         0
        34        39       -10       -10
        44        69     -17.1       5.2
        14        46         0         0
        32       100      99.8   -100000
        95        91     113.5   -100000
        19         4         0         0
        95        14         0         0
        88        18      94.4    -105.4
        24        95       -10       -10
         8        40         0         0
        91        40     -90.5   -100000
        86         6         0         0
        14        76       -10       -10
        87        94         0         0
        43        62         0         0
        38        75         0         0
        32        69         0         0
        91        61       -10       -10
        81        52     -12.5      11.5
         3        51         0         0
        12        72    -110.4   -100000
        36        12         0         0
        19        80      42.1   -100000
        40        83         0         0
        43         2         0         0
        80        77       -10       -10
        82        28    -110.3    -119.9
         3        50     -33.8   -100000
        39        13      97.4   -100000
        82        70       -10       -10
        73         5      -1.5   -100000
         6        72     -30.7      -5.4
        28        61      54.2   -100000
        60        31    -138.5     118.6
        88        78         0         0
        87        43       -10       -10
        48        93       -10       -10
        54         7      -6.2    -155.8
        78        11     -26.6   -100000
        47        50     -28.5   -100000
        79        51       -10       -10
        47        37         0         0
        49        10      19.2   -100000
        13        41     -81.6      43.3
        37        58     130.1   -100000
        56        26      -116   -100000
        29         3         0         0
         2        15       4.4   -100000
        89        70      69.1     -82.5
        26         5         0         0
        62        21       -10       -10
        83         1         0         0
        25        84     -39.3   -100000
        97        51       -10       -10
         1        22       -10       -10
         9        76       -10       -10
        92        50       -10       -10
        30        72       -10       -10
        63        82      19.5   -100000
        33        57      33.8   -100000
        68        92    -129.8     108.8
        13        75     -74.4   -100000
        45        42         0         0
        55        69     -87.4      59.3
        27        12         0         0
        35        16        11     -43.3
