         i         j       pij       pji
        96        76       -10       -10
        10        68       -10       -10
        84        83       -10       -10
        14        69       -10       -10
         7        72       -10       -10
        79         2       -10       -10
        59        57       -10       -10
        28        39       -10       -10
        53        83       -10       -10
        32        48       -10       -10
        40        57       -10       -10
        96        47       -10       -10
        38         6       -10       -10
         3        65       -10       -10
        44         2       -10       -10
        94        61       -10       -10
        85        61       -10       -10
         2        83       -10       -10
        88        50       -10       -10
        82        90       -10       -10
        88         7       -10       -10
         9        72       -10       -10
        67        31       -10       -10
        81        71       -10       -10
        24        13       -10       -10
        52        33       -10       -10
        72         6       -10       -10
        67        26       -10       -10
        75        52       -10       -10
         7         5       -10       -10
        27        37       -10       -10
        72         1       -10       -10
        71        21       -10       -10
        23        95       -10       -10
        37        63       -10       -10
         7         3       -10       -10
         2        98       -10       -10
        78        73       -10       -10
        50        21       -10       -10
        42        52       -10       -10
        97        24       -10       -10
         5        90       -10       -10
        34        47       -10       -10
        30        65       -10       -10
        61        73       -10       -10
        76        85       -10       -10
        44        30       -10       -10
        28        95       -10       -10
        91         8       -10       -10
        84        31       -10       -10
        16        81       -10       -10
        44        91       -10       -10
        44        34       -10       -10
        88        99       -10       -10
        59        88       -10       -10
         3        62       -10       -10
        83        87       -10       -10
        81        51       -10       -10
        12        43       -10       -10
        55         4       -10       -10
        64        88       -10       -10
        35        24       -10       -10
        62        23       -10       -10
        62        75       -10       -10
        41        94       -10       -10
         9        18       -10       -10
        97        68       -10       -10
        94        22       -10       -10
        86        49       -10       -10
        54        12       -10       -10
        85        29       -10       -10
        49        31       -10       -10
        19        34       -10       -10
        48        55       -10       -10
        47        69       -10       -10
        15        29       -10       -10
        36        39       -10       -10
        12        74       -10       -10
        18        11       -10       -10
        27        92       -10       -10
        35        12       -10       -10
        35        56       -10       -10
        63        52       -10       -10
        55        24       -10       -10
        46        10       -10       -10
        46        49       -10       -10
        17        12       -10       -10
       100        80       -10       -10
        77        70       -10       -10
        70        60       -10       -10
        77        25       -10       -10
        45        28       -10       -10
        93        25       -10       -10
        93       100       -10       -10
        60        17       -10       -10
       100        58       -10       -10
        46        20       -10       -10
        70        89       -10       -10
        66        56       -10       -10
