         i         j       pij       pji
        30        40       -10       -10
        33        38       -10       -10
         1        12       -10       -10
        18        22       -10       -10
        28        31       -10       -10
        33        44       -10       -10
        22        46       -10       -10
        45         9       -10       -10
        47        26       -10       -10
         8        12       -10       -10
        32        45       -10       -10
         2         5       -10       -10
        24        26       -10       -10
        15        23       -10       -10
        12        14       -10       -10
        33        39       -10       -10
        41        33       -10       -10
         1        10       -10       -10
         6        28       -10       -10
        21        14       -10       -10
        35        17       -10       -10
        24        32       -10       -10
        42        32       -10       -10
        43        25       -10       -10
        28        44       -10       -10
        29         1       -10       -10
        21        46       -10       -10
        20        24       -10       -10
        27        10       -10       -10
         6        27       -10       -10
         1        26       -10       -10
        27        36       -10       -10
        43        50       -10       -10
        17        36       -10       -10
        33        11       -10       -10
        48         4       -10       -10
        12         5       -10       -10
        46        19       -10       -10
        16        24       -10       -10
        34         5       -10       -10
        22        49       -10       -10
         7        49       -10       -10
        18         3       -10       -10
        48        43       -10       -10
        12        30       -10       -10
        26        37       -10       -10
        13        48       -10       -10
        11        23       -10       -10
