         i         j       pij       pji
        14        19     671.6   -100000
        14        21         0         0
        22        24    -166.9    -155.6
        12        20         0         0
        17         1         0         0
         4        12       -10       -10
         2         7         0         0
         3        16         0         0
        18         6     -71.7   -100000
        20        13     105.9   -100000
         3        15         0         0
        24        16         0         0
        23        18       -10       -10
         1        19       -10       -10
        23         7         0         0
         4         5       -10       -10
        18         1     600.6   -100000
        20         8    -241.7     223.5
         2        13     509.7    -551.6
        16         7       -10       -10
        11         7         0         0
        10        21    -547.2   -100000
        17        25         0         0
         9         5     180.6   -100000
