         i         j       pij       pji
        26        36         0         0
        83         3         0         0
        99        31         0         0
        38        16         0         0
        23        12         0         0
        61        25         0         0
        98        34         0         0
        28        35         0         0
        88        34         0         0
        15        94         0         0
        23        97         0         0
        48        36         0         0
         5        26         0         0
         9         2         0         0
        71        83         0         0
        65        83         0         0
        59        63         0         0
        68        86         0         0
        49         7         0         0
        20        28         0         0
        70        52         0         0
         1        44         0         0
        79        57         0         0
        77        43         0         0
        12        85         0         0
        96        34         0         0
        63        71         0         0
        93        82         0         0
        50        60         0         0
        75        89         0         0
        47        84         0         0
        24        76         0         0
        60        73         0         0
        72        79         0         0
        73        18         0         0
        68        69         0         0
        90        63         0         0
        71        51         0         0
        21         9         0         0
        48        29         0         0
        46        41         0         0
        19        16         0         0
        75        73         0         0
        11        60         0         0
        25        79         0         0
        54        11         0         0
        18        95         0         0
        78         8         0         0
       100         6         0         0
        81        14         0         0
        32        46         0         0
        47        23         0         0
        77        37         0         0
        91        87         0         0
        58        81         0         0
        88        85         0         0
         4        26         0         0
        38        55         0         0
        29        53         0         0
        89        46         0         0
        10        32         0         0
        39        16         0         0
        63        49         0         0
        80        21         0         0
        33        68         0         0
         2        72         0         0
        15        52         0         0
        20        63         0         0
        31         6         0         0
        92        66         0         0
        13        17         0         0
        77         8         0         0
        29        56         0         0
        22        67         0         0
        27        74         0         0
        67        62         0         0
        31        64         0         0
        54        42         0         0
        93        22         0         0
        40        44         0         0
        27        30         0         0
        45        76         0         0
