         i         j       pij       pji
        17        46     721.1   -100000
        11        18     377.6   -100000
         4        39      79.6   -100000
        37        32      -713   -100000
        43        26     205.9   -100000
         1        43     190.8   -100000
         1         8     415.6   -100000
        35        16      -899   -100000
        45        25     231.7   -100000
        33        26     189.2   -100000
        26        44     -98.9   -100000
        47         5    -884.1   -100000
        15         8     305.5   -100000
         6        44      -527   -100000
         1        36       218   -100000
        27        39       306   -100000
        50         1    -357.8   -100000
        17        30     164.9   -100000
        41         9      32.9   -100000
        18        46     141.5   -100000
        12        30     941.7   -100000
        18        31    -581.1   -100000
        25        22    -679.8   -100000
        20        44      99.6   -100000
         7        44     116.6   -100000
        45        39      51.3   -100000
        36        40     178.4   -100000
        12         7      28.7   -100000
        35        49    -879.3   -100000
        41        17    -129.1   -100000
        21        30     213.1   -100000
        48        47     130.1   -100000
         1        38     353.7   -100000
        48        42       -20   -100000
        49        30     543.3   -100000
        27        48     352.8   -100000
        26        19     454.8   -100000
        44        39     593.3   -100000
        23        36     187.2   -100000
        32        12     -91.9   -100000
        29         5    -555.5   -100000
        24         4    -167.4   -100000
        24        10     654.2   -100000
        41         3     440.8   -100000
        47        14     352.5   -100000
        35        13     510.6   -100000
         2         9     397.2   -100000
        37        34     303.2   -100000
        28        46     805.2   -100000
