         i         j       pij       pji
        19        21         0         0
        18        12         0         0
         5        17         0         0
         4        24         0         0
         2         7         0         0
        22        12         0         0
        21         7         0         0
         9         8         0         0
        19         1         0         0
         1        16         0         0
        16        23         0         0
        24        13         0         0
        11         3         0         0
         6         8         0         0
        11         1         0         0
        13         5         0         0
        20        10         0         0
