         i         j       pij       pji
        68        29    -272.4   -100000
        82        17     684.4   -100000
        92        57       120   -100000
        75        97     155.8   -100000
         7        46     111.5   -100000
         3        18     -42.4   -100000
        98        85        22   -100000
        86        80     519.8   -100000
        15        90      54.2   -100000
        48        60        54   -100000
        95        27       138   -100000
        51        60     561.7   -100000
        38        52      51.5   -100000
        25        78    -324.8   -100000
        33        36     -18.1   -100000
        59        39    -237.6   -100000
        47        88      49.1   -100000
        47        25     806.2   -100000
        67        40     152.3   -100000
        73        52     -73.2   -100000
        51        72    -281.5   -100000
        11        61      90.2   -100000
        14         7     162.7   -100000
        91        49    -130.9   -100000
        26        88    -235.1   -100000
        16        45    -221.5   -100000
         3        38    -321.7   -100000
        80        62    -737.2   -100000
        19        75    -155.9   -100000
         9        48     405.4   -100000
        94        50      98.5   -100000
        30        12    -168.2   -100000
         2        25     527.2   -100000
        51        67     -78.9   -100000
        33        93     803.9   -100000
        24         8     -90.3   -100000
        62        63    -130.6   -100000
        46        42    -301.5   -100000
        48        12    -620.4   -100000
        61        72      -6.9   -100000
        25        66    -298.4   -100000
        13        95    -435.6   -100000
        99        15      -149   -100000
        18        21    -331.8   -100000
        10        14    -297.4   -100000
        69         4       354   -100000
        83        30      52.5   -100000
        76        18      12.5   -100000
        87        80     586.9   -100000
        11        41     157.4   -100000
        13        70     101.8   -100000
        73        69    -231.1   -100000
        39        71     369.4   -100000
        11         5      21.1   -100000
        76        15    -281.5   -100000
        79        85     -77.2   -100000
         9        53     161.9   -100000
        26        20    -101.4   -100000
        57        95    -175.2   -100000
        97        47    -621.3   -100000
        51        59    -267.7   -100000
        28        83       0.8   -100000
         7        73    -197.9   -100000
         3        35     170.7   -100000
         8        11    -368.1   -100000
        85        89     251.6   -100000
        93        49    -361.1   -100000
        29        74     501.5   -100000
        51        82    -120.9   -100000
        35        78      -206   -100000
        94        29       -72   -100000
        74         8    -245.2   -100000
        22        66     313.7   -100000
        93        68    -346.4   -100000
        69        27        88   -100000
        10        11    -302.7   -100000
        88        56     271.8   -100000
        70        84    -575.2   -100000
        19        86     152.2   -100000
        69       100     705.8   -100000
        34        12    -478.9   -100000
        53        58     252.7   -100000
        31        66     286.6   -100000
        32        82    -413.9   -100000
       100        77      -255   -100000
        85        97     174.9   -100000
        45        88      55.9   -100000
        44        64     142.5   -100000
        14         1     500.2   -100000
        55        12    -259.9   -100000
        51        65     -61.2   -100000
        81        44    -294.1   -100000
         3        37       1.8   -100000
        40        96     280.5   -100000
        81        46     130.5   -100000
        56         6    -173.5   -100000
        23        51      -7.7   -100000
        26        54     292.8   -100000
         7        43      67.6   -100000
