         i         j       pij       pji
        34        12         0         0
        48        17         0         0
        43        28    -513.5     494.4
        12         7       -10       -10
        30        47    -112.3   -100000
        23        47         0         0
        22        34         0         0
        13        12    -408.5     237.3
        43        50         0         0
        20        45    -411.7     409.5
         6        22       -10       -10
         3        40    -283.8   -100000
        33        31         0         0
        38        30       -10       -10
        21        44     139.5   -100000
        42        50     512.4    -533.5
        14        23         0         0
         3        31       -10       -10
        25        17    -202.4   -100000
         2        32     158.7    -614.4
        28         2         0         0
         5        21         0         0
         6        49      49.9    -118.1
        42        16     130.9   -100000
        14         3         0         0
         1         8       -10       -10
        23        27         0         0
        31        36       -10       -10
        41        25       539   -100000
        28        26       -10       -10
         4        24      -5.9   -100000
        34        36    -288.1   -100000
        45        32     472.2    -606.6
        19        40         0         0
        41        22         0         0
        37        44         0         0
        14        28         0         0
        41         1     -18.2     -14.8
        33        39       -10       -10
        13        21    -571.4   -100000
        10        31    -387.7   -100000
        11         8     148.6   -100000
        32        24         0         0
        15        16         0         0
        40        18       -10       -10
         8        35     261.9   -100000
        49        46         0         0
        21        29      76.9   -100000
         8         9      57.6   -100000
