         i         j       pij       pji
        21        25    -563.3     -32.3
        24        36       -25    -269.4
        31        14    -683.1      -909
        31        33    -755.3     175.7
        48        18      -289    -613.1
        12        37     -22.7    -121.6
        48        46     203.1    -859.2
         4         9    -247.6     203.6
        35        41     -82.8      82.3
        29         3    -502.3     270.1
        19        44    -547.2     -78.1
        27        47    -264.7     235.5
        14         9      -356      -278
        47        11     382.3    -472.5
         8        17    -216.4       120
        25        13    -141.8      98.2
         6        40    -401.4     390.5
        44        10     -14.5       6.9
         6        50    -481.1     -66.6
        46        15    -450.4     274.2
        25        37     324.2      -874
        49        24    -641.9     336.7
        40        13    -257.8     242.6
        27         7     -80.4    -621.1
        46        45    -324.8     157.8
         4        15    -347.8     310.8
        16        12        30    -633.5
        21         3     204.6    -694.5
        24        37    -148.2    -645.3
        44        22     456.4    -458.3
        39        30    -131.2     127.6
        11        32    -130.4      54.6
        48         7    -347.5    -396.4
        20        21     -36.8    -601.5
        23        45      -145       142
         3        26      20.9    -172.8
        14        40    -522.9     269.4
         2        46     253.3      -430
        12        10    -611.8      -4.2
        41        44       165    -186.4
        30        10     -89.3      44.1
        34        21    -312.9    -377.4
        43        12     -40.5    -746.8
         7        28    -378.1    -325.8
        32        42    -262.1     199.9
        44         1     192.5    -351.2
        38        45        75     -79.1
        17        12     288.1    -659.3
        50         5    -220.9    -919.8
