         i         j       pij       pji
         5        71     186.7   -100000
         1        81    -379.4     266.1
        35        75    -354.2   -100000
        92        28     203.1    -228.7
        68        13     -20.9   -100000
        33        59       -10       -10
        35        54         0         0
        21        28         0         0
        64        19       -10       -10
        87         9         0         0
        11        86      81.6    -215.8
        45        78     217.6   -100000
        85        78      93.8   -100000
        98        21         0         0
        44        67       -10       -10
        16        71       -10       -10
        63        45         0         0
        70        91         0         0
        38        51         0         0
        58        74     -83.2   -100000
       100         1         0         0
        70        44    -551.4   -100000
        45        47       -10       -10
        70        57    -370.4     331.1
        27        31     -45.8      15.9
        69        87     205.5   -100000
        86        59    -426.4     417.6
        51         6      62.1   -100000
        72        92       -10       -10
        63        29       -10       -10
        59        13     689.8    -693.3
        84        19      -122   -100000
        31        14       -10       -10
        25        45    -746.2   -100000
        90        72    -409.9       373
        13        69      -544     502.4
        57        34         0         0
        47         6     229.3   -100000
        65        72         0         0
        47        31       -10       -10
        36        20     386.5      -525
        61        52         0         0
        14        58     630.9    -693.2
        84        55     248.4    -288.1
        87        22         0         0
        38        34     162.2   -100000
        46        96         0         0
        47        71      89.3    -151.2
        27        62         0         0
        28        69       -10       -10
        80        43    -156.1   -100000
        83        12     107.2    -207.1
        12        19         0         0
         5        94     419.3   -100000
        79        63    -248.7     223.2
        41        86         0         0
        21        39    -203.8     154.4
        77        37    -222.2   -100000
        52        11       -10       -10
        41        78       -10       -10
         4        32       -10       -10
        13        55       -10       -10
         1        79    -388.6     388.6
         8        40       -10       -10
        87         3     120.2   -100000
        51         4       380    -405.6
        73        44       -10       -10
        93        89       2.9   -100000
        80        85    -480.2     467.8
         9        20     203.3    -220.1
        49        74     260.2   -100000
        52        30       -10       -10
        82        52     109.5   -100000
        71         7       -10       -10
        89        77       -10       -10
        45        95       -10       -10
        68        17         0         0
        76        23       -71     -27.9
        61        42    -256.4     130.6
        97        77     258.5    -281.8
        80        24         0         0
        97        10       -10       -10
        10       100       222   -100000
        46        63    -439.6     425.3
        88        86      94.3   -100000
        48        27    -708.5     571.3
        54        88      -412     374.9
        15         7     137.6   -100000
        50        13     179.8   -100000
        18        50       124   -100000
        84        53       -10       -10
        85        76     -42.4      24.5
         5        40     327.3   -100000
        71        99       -10       -10
        26        71      -239   -100000
        46        56       -10       -10
        80        60       -10       -10
         2        98       -10       -10
        66        49    -169.1      66.7
