         i         j       pij       pji
        23         9     848.7   -100000
        24        31     836.9   -100000
         5        47    2136.9   -100000
         3        35    -442.2   -100000
        42        10     -41.2   -100000
        48        20   -3024.9   -100000
         4        25     943.3   -100000
        21        13    -569.4   -100000
        30        45    2107.6   -100000
        37        27    -745.1   -100000
         4        50    1268.9   -100000
        13        25    -201.1   -100000
         6        48    2282.5   -100000
        42        36   -1265.4   -100000
         3        25    1329.4   -100000
        22        38     902.9   -100000
        47        43    -137.1   -100000
        11        31   -1842.6   -100000
         5        37     595.9   -100000
        33         6     -90.8   -100000
        34        35    -216.3   -100000
         9        46    -765.2   -100000
        40         4    -528.1   -100000
        25        45    -320.7   -100000
        21        19   -1239.6   -100000
        19        12     157.8   -100000
        29        42      2239   -100000
        35        29    -738.3   -100000
        18        36    -193.2   -100000
         1        23    1549.1   -100000
        11        18   -1172.1   -100000
         2        23    1484.4   -100000
        29        20     -96.7   -100000
        32        19    1403.2   -100000
        11        39   -1350.9   -100000
        25        27   -2503.5   -100000
        16        18    -310.6   -100000
        46        29   -1724.7   -100000
        44         6   -1395.5   -100000
        26         6   -1226.1   -100000
        15        37   -1455.6   -100000
        36        28      21.7   -100000
        41        22   -2848.6   -100000
         7        47    1241.5   -100000
        22         1     -48.8   -100000
        36         8    1365.3   -100000
        47        17    -293.5   -100000
        49        22    -635.4   -100000
        14        43       507   -100000
