         i         j       pij       pji
        23        10     -32.4   -100000
        15         3     116.5   -100000
         8        21      68.7   -100000
        16        15     -23.6   -100000
        10         4      57.8   -100000
        15        11      -2.1   -100000
        22        18     148.5   -100000
        15         6      19.6   -100000
        19         4     112.5   -100000
         1        24    -163.5   -100000
        11        23         6   -100000
        25        14    -144.8   -100000
        11        22     -17.1   -100000
         8        14      45.9   -100000
        19        25     138.7   -100000
         5         6      53.9   -100000
         1         5     134.8   -100000
         9        21     101.5   -100000
        17        25      25.5   -100000
         7        16      69.2   -100000
        16        13      77.1   -100000
        15        12       2.1   -100000
        20        11       8.6   -100000
         2        12      17.5   -100000
