         i         j       pij       pji
        15        21       -10       -10
        40         9       -10       -10
        14         5     -97.5   -100000
        25         4       -26   -100000
        45        43       -10       -10
         4        30      -9.9   -100000
        36        25       -10       -10
        23        10         0         0
        29        19     -41.2       1.1
        23        49         0         0
        31        28      63.5   -100000
        45         1     -64.3     -55.9
        39        44     -60.2   -100000
        47        46      -125      -9.8
        39        45       -10       -10
        50        20       -10       -10
        13         7       -10       -10
        13        33     -38.8   -100000
        22        12       -10       -10
        24        26       -10       -10
        46        16    -134.3   -100000
        49        25      99.7    -105.4
        41         5         0         0
        46         4      -7.2      -5.6
        23        43     -38.1     -13.4
        16        41      68.7   -100000
         3        32     159.3   -100000
        17        10     -49.6     -28.8
        46        19     -44.8      -4.9
        39        18       -10       -10
        41        48      53.6       -81
        28        29    -105.2      31.7
        44        34      -4.5    -100.3
         3        42      87.1    -131.5
         6        10       -10       -10
        22         1       -10       -10
        41        42         0         0
        38         6       -10       -10
        17        35         0         0
        42        33      28.9   -100000
        39        37       -10       -10
         7         2    -155.4      -7.8
        50         3         0         0
        23        21     -26.8   -100000
        40         3     -66.5   -100000
        11        43       -10       -10
        16        24       -10       -10
        27        47         0         0
         1         8      42.2       -81
