         i         j       pij       pji
        41        34     423.2    -531.8
        21        17    -970.3     801.8
        28         1     371.5    -459.4
        44        46     -81.8    -141.5
        17        10     337.6    -344.8
         7        30     125.8    -140.8
        31        21     549.5    -646.9
        14        37    -318.6     264.5
        22        19    -671.9     486.6
        35         4     442.4    -499.3
         4        31    -624.2     374.3
        28        17    -460.1     401.3
        28        30    -166.6     144.7
         9        12     -43.9     -32.3
        35        13     -98.1      34.6
         1        43      -863     840.9
        11         2     392.5    -550.7
         5         2     598.2      -652
        34        45    -180.6      97.6
         6        40    -455.1       419
        25        48     478.7    -612.3
        39        48      78.8     -85.9
        50        43      -789     655.3
        17        23     567.5    -698.1
        22        12    -186.9     148.3
        19        18    -190.4     -68.5
        32        26     523.4    -567.7
        24         3    -174.4    -170.8
        50        26      -298        56
        18        41     -43.6     -88.9
        15        12       230    -362.2
        25         2     590.3    -593.5
        22         2     -68.1      32.8
        44         9       186    -241.1
        34        10    -383.7     314.7
        45         6      67.7      -124
        47        27    -721.3     640.8
        46        16      31.4    -118.1
        42        38     349.2    -396.7
        49        42   -1087.3     786.1
        23        42    -798.4     619.2
         8        26     322.7    -376.2
        37        44      67.7     -78.4
        45        24    -486.8     361.1
        27        32    -193.6     161.4
        33         5      62.5    -136.1
        27        20    -258.7      70.4
         3        36     522.2    -685.7
        24        29     280.5    -401.5
