         i         j       pij       pji
         2         4        98    -106.7
        16         7      -1.3      -2.2
        17        20     -28.8   -100000
        16        21     -16.9   -100000
        19        15       -10       -10
        13        17         0         0
        14         5        -4   -100000
        11         8      22.5     -34.7
        25         8     -85.6   -100000
        12        11         0         0
        24         4         0         0
         1         2    -101.6   -100000
         3         8     -29.3   -100000
         6        18      -7.4   -100000
        23        15       -10       -10
        17        23     -93.9      91.7
        12         9      24.2     -30.8
        12         2       -10       -10
        13        24       -10       -10
        24         7     -76.9      70.5
         9         6         0         0
        22        18       -11   -100000
        10        24      30.5   -100000
        11        14       -30      28.9
