         i         j       pij       pji
         5        12       -10       -10
        31         7       -10       -10
        41        49       -10       -10
        29         4       -10       -10
        45         7       -10       -10
        31        19       -10       -10
        10        35       -10       -10
        33        31       -10       -10
        41        23       -10       -10
        28        18       -10       -10
        23        32       -10       -10
        36        41       -10       -10
         4        18       -10       -10
        23        21       -10       -10
        46        36       -10       -10
        31        29       -10       -10
        44        21       -10       -10
        27        22       -10       -10
        27        24       -10       -10
        44        39       -10       -10
        43        26       -10       -10
        22        33       -10       -10
        50        49       -10       -10
         2        24       -10       -10
        30        37       -10       -10
        14        35       -10       -10
         7        36       -10       -10
         7        38       -10       -10
        10        11       -10       -10
         9        36       -10       -10
         6        32       -10       -10
        20         7       -10       -10
        30        13       -10       -10
        12        45       -10       -10
        26        44       -10       -10
         7        40       -10       -10
        23        42       -10       -10
        10        17       -10       -10
        35        36       -10       -10
        48        16       -10       -10
        48         9       -10       -10
        13        47       -10       -10
         3        32       -10       -10
         8        22       -10       -10
        38         1       -10       -10
        34         1       -10       -10
        15        41       -10       -10
        47        40       -10       -10
        30        25       -10       -10
